chromosome,position,marker_index,beta_tumor,beta_normal,sequence,within_sequence,beta_corrected,state
1,37545179,860672,0.659904360771179,0.539059519767761,1,3061,0.631085081681839,2
1,37546173,425442,0.410164088010788,0.518367171287537,1,3063,0.395630848874949,2
1,37550346,77593,0.598285675048828,0.562235474586487,1,3065,0.541175333277963,2
1,37553641,439901,0.64896559715271,0.576909482479096,1,3067,0.585154490220942,2
1,37555489,1077,0.349099665880203,0.423694789409637,1,3069,0.411970685746015,2
1,37580444,156984,0.534011125564575,0.440516263246536,1,3071,0.583554584500137,2
1,37626339,329259,0.627255439758301,0.526585578918457,1,3073,0.606323187842332,2
1,37632463,295417,0.429158926010132,0.54059112071991,1,3075,0.396934864041623,2
1,37664741,320352,0.484191417694092,0.559159755706787,1,3077,0.432963399772991,2
1,37672760,784264,0.490412890911102,0.4663345515728,1,3079,0.522559395037908,2
1,37719442,496634,0.543446063995361,0.442085832357407,1,3081,0.590838553236819,2
1,37796641,429417,0.47504910826683,0.369175285100937,1,3083,0.583916990461316,2
1,37807873,326976,0.692738890647888,0.556098580360413,1,3085,0.653908395245071,2
1,37824172,663318,0.302541792392731,0.493151068687439,1,3087,0.306743523032374,2
1,37882247,97412,0.192699700593948,0.391838669776917,1,3089,0.24589163277792,2
1,37899741,255372,0.537765622138977,0.434799730777741,1,3091,0.591087970908898,2
1,37929489,745928,0.356132715940475,0.522322595119476,1,3093,0.340912607714217,2
1,37935347,300909,0.580506265163422,0.52642422914505,1,3095,0.557099665298266,2
1,37941391,774960,0.391869902610779,0.554908812046051,1,3097,0.353093962561058,2
1,37961428,851167,0.594760954380035,0.501877844333649,1,3099,0.593233265163778,2
1,37964924,538627,0.657983779907227,0.465985745191574,1,3101,0.679768641929353,2
1,37972584,786437,0.605881035327911,0.631362020969391,1,3103,0.479820622087502,2
1,37975946,624461,0.576828598976135,0.512301981449127,1,3105,0.566154274851003,2
1,37979902,62444,0.301612704992294,0.488544642925263,1,3107,0.30868489641635,2
1,37995077,538628,0.370172917842865,0.487748086452484,1,3109,0.379471419903691,2
1,37999673,882786,0.316310226917267,0.334204345941544,1,3111,0.473228775685331,2
1,38044082,223201,0.68697202205658,0.523566484451294,1,3113,0.671488289837347,2
1,38133604,931829,0.412667065858841,0.416993677616119,1,3115,0.494812137462116,2
1,38187902,298923,0.450083434581757,0.584782481193543,1,3117,0.384829786336225,2
1,38218241,95492,0.425017237663269,0.403789192438126,1,3119,0.517802465970009,2
1,38242087,855305,0.628026068210602,0.685607194900513,1,3121,0.458007203601279,2
1,38263852,680614,0.587477266788483,0.49854576587677,1,3123,0.588673596571784,2
1,38308774,146110,0.632792949676514,0.436756759881973,1,3125,0.674024449679557,2
1,38374067,679291,0.686243236064911,0.652287840843201,1,3127,0.548826873503722,2
1,38397090,205251,0.270618945360184,0.394420832395554,1,3129,0.343058635767985,2
1,38496131,815130,0.324896663427353,0.377551823854446,1,3131,0.430267638638937,2
1,38508458,810213,0.37085485458374,0.364997714757919,1,3133,0.504611904525342,2
1,38510180,235409,0.496311128139496,0.50972843170166,1,3135,0.486838772640784,2
1,38515516,898976,0.383908838033676,0.446826457977295,1,3137,0.429595015223096,2
1,38529992,699993,0.406666368246079,0.313529938459396,1,3139,0.567837211704223,2
1,38536976,249956,0.412851452827454,0.52425217628479,1,3141,0.393752731512916,2
1,38586544,401491,0.646366357803345,0.497015863656998,1,3143,0.648464418015462,2
1,38617544,292735,0.311339318752289,0.304654717445374,1,3145,0.504806677685622,2
1,38656605,116942,0.338668674230576,0.453294724225998,1,3147,0.373563441322699,2
1,38657364,336266,0.379475086927414,0.538993537425995,1,3149,0.352021926588978,2
1,38673230,405622,0.430282235145569,0.595420479774475,1,3151,0.361326364948469,2
1,38676445,903927,0.540079593658447,0.370817244052887,1,3153,0.634509685783401,2
1,38677487,395800,0.577371299266815,0.574156820774078,1,3155,0.503774251472784,2
1,38682131,346071,0.600776195526123,0.509565651416779,1,3157,0.592989555455114,2
1,38692010,1091,0.413906574249268,0.511678397655487,1,3159,0.404459692011417,2
1,38697984,234252,0.385691195726395,0.494903445243835,1,3161,0.389663074113747,2
1,38733624,417123,0.406416803598404,0.539113283157349,1,3163,0.376930801276311,2
1,38782583,309499,0.307313799858093,0.371677130460739,1,3165,0.413414997416091,2
1,38815308,749399,0.522771179676056,0.524402439594269,1,3167,0.498444648808771,2
1,38823373,654336,0.508279204368591,0.615788102149963,1,3169,0.412706256091978,2
1,38827144,841456,0.370329797267914,0.330956935882568,1,3171,0.529424758656817,2
1,38891670,603415,0.714326143264771,0.663774490356445,1,3173,0.575175219396525,2
1,38908061,344548,0.348087906837463,0.560820996761322,1,3175,0.310337798377407,2
1,38915643,439730,0.335376739501953,0.49726140499115,1,3177,0.337223778213716,2
1,38937095,538629,0.694883942604065,0.505303382873535,1,3179,0.691612953441791,2
1,38939246,364531,0.387970924377441,0.462194800376892,1,3181,0.419704985929174,2
1,38973745,874101,0.406139016151428,0.587961137294769,1,3183,0.345379133406749,2
1,38976121,244041,0.341322362422943,0.488452434539795,1,3185,0.349391607336881,2
1,38987750,250318,0.336089044809341,0.408635169267654,1,3187,0.411233626087142,2
1,38990481,280493,0.57212108373642,0.504023134708405,1,3189,0.568650328063164,2
1,38997239,235519,0.48097425699234,0.589551270008087,1,3191,0.407915546501785,2
1,38997890,692164,0.481940925121307,0.62448263168335,1,3193,0.385872160945607,2
1,39012744,110109,0.537444591522217,0.521615326404572,1,3195,0.516544494411449,2
1,39020076,782699,0.515314936637878,0.57747358083725,1,3197,0.446180529930693,2
1,39051911,729579,0.622050881385803,0.427437007427216,1,3199,0.669949749183142,2
1,39064295,784977,0.310051500797272,0.430092811584473,1,3201,0.360447201680765,2
1,39102287,344716,0.49339696764946,0.517050564289093,1,3203,0.477126418310601,2
1,39111843,424035,0.659947454929352,0.564164280891419,1,3205,0.609884492984925,2
1,39127938,308523,0.729866027832031,0.568607866764069,1,3207,0.686904383093803,2
1,39134156,724001,0.486498832702637,0.530588328838348,1,3209,0.458452255977587,2
1,39159377,888290,0.356248557567596,0.45069608092308,1,3211,0.395220385362522,2
1,39168657,906966,0.591570854187012,0.502911925315857,1,3213,0.589178289911189,2
1,39184689,773925,0.347071707248688,0.458776086568832,1,3215,0.378258280465775,2
1,39212125,417817,0.568765640258789,0.51198422908783,1,3217,0.558175795287135,2
1,39239213,672872,0.376215845346451,0.484621822834015,1,3219,0.388154048806946,2
1,39323208,821493,0.568027436733246,0.432116031646729,1,3221,0.619664766625327,2
1,39328230,707305,0.622139155864716,0.68989759683609,1,3223,0.450892392376696,2
1,39354518,634213,0.389361262321472,0.317066431045532,1,3225,0.552929621973788,2
1,39683807,791913,0.540781378746033,0.581225275993347,1,3227,0.465208070848095,2
1,39812294,707015,0.620258927345276,0.627794563770294,1,3229,0.49399832615644,2
1,39907604,77830,0.517135679721832,0.337340205907822,1,3231,0.635661975735471,2
1,39917405,690896,0.764269709587097,0.582514524459839,1,3233,0.717678453234924,2
1,39924704,449705,0.571267306804657,0.436291873455048,1,3235,0.619721028484096,2
1,39933600,317169,0.373111933469772,0.515812337398529,1,3237,0.361674107439482,2
1,39950855,358536,0.409771889448166,0.518872797489166,1,3239,0.394867385061482,2
1,39956509,366373,0.597313463687897,0.473233640193939,1,3241,0.617775007063511,2
1,39966359,793490,0.536275506019592,0.414702504873276,1,3243,0.603855733330957,2
1,39989580,271296,0.430898547172546,0.423493564128876,1,3245,0.506422290006599,2
1,40013725,555703,0.632642090320587,0.59864741563797,1,3247,0.542350138017242,2
1,40028391,911739,0.411554366350174,0.56032258272171,1,3249,0.367247706090205,2
1,40055638,297722,0.611572444438934,0.560916543006897,1,3251,0.557683682481384,2
1,40062399,1113,0.590454578399658,0.505706489086151,1,3253,0.585726483801927,2
1,40063283,121654,0.517270922660828,0.392316669225693,1,3255,0.602811980440469,2
1,40076214,299960,0.515712738037109,0.431974589824677,1,3257,0.573709861136834,2
1,40081505,1116,0.342639863491058,0.465111583471298,1,3259,0.368341571858748,2
1,40118716,137284,0.721354186534882,0.576963722705841,1,3261,0.670659671024665,2
1,40130639,878075,0.598494350910187,0.480634838342667,1,3263,0.61346497731136,2
1,40167756,687452,0.376641601324081,0.350291401147842,1,3265,0.520278475783445,2
1,40253687,613223,0.531671166419983,0.444081664085388,1,3267,0.578779108976942,2
1,40276366,132812,0.621745944023132,0.481118887662888,1,3269,0.635509901031896,2
1,40287864,228435,0.591595768928528,0.441778868436813,1,3271,0.634191355379348,2
1,40295558,491842,0.643803238868713,0.593759775161743,1,3273,0.561593437389041,2
1,40295915,326783,0.5258908867836,0.400422424077988,1,3275,0.604630716477906,2
1,40311663,1118,0.713959038257599,0.521532416343689,1,3277,0.701086372919395,2
1,40319874,212339,0.577138006687164,0.438314467668533,1,3279,0.623577634661869,2
1,40328310,161354,0.387726664543152,0.522527456283569,1,3281,0.371010805155411,2
1,40331098,538633,0.432361781597137,0.483915477991104,1,3283,0.446732746999555,2
1,40361135,265032,0.298110723495483,0.417976796627045,1,3285,0.356611570189007,2
1,40384786,820140,0.361873060464859,0.554113686084747,1,3287,0.326533227343453,2
1,40395907,739197,0.392990201711655,0.518179357051849,1,3289,0.379202872869685,2
1,40472612,821868,0.35987600684166,0.352014541625977,1,3291,0.506066081510077,2
1,40509074,587524,0.676162779331207,0.616864264011383,1,3293,0.577385779698694,2
1,40534435,139722,0.786458551883698,0.626859962940216,1,3295,0.713858837289431,2
1,40541212,443709,0.580992519855499,0.507943630218506,1,3297,0.574228171936309,2
1,40544581,347051,0.627447724342346,0.502342581748962,1,3299,0.625694039720188,2
1,40550429,218399,0.429859966039658,0.544642508029938,1,3301,0.394625795546635,2
1,40572014,119071,0.41254198551178,0.58232456445694,1,3303,0.354219975158102,2
1,40576442,1123,0.62163233757019,0.532322704792023,1,3305,0.595482113086601,2
1,40582445,624254,0.702670335769653,0.55487984418869,1,3307,0.666011906730654,2
1,40611223,1124,0.252664983272553,0.401217579841614,1,3309,0.314872772240309,2
1,40653391,248720,0.54910010099411,0.513988673686981,1,3311,0.536122025769946,2
1,40655853,142841,0.328584313392639,0.472522079944611,1,3313,0.347692020477811,2
1,40695606,626671,0.29460334777832,0.389242768287659,1,3315,0.378431369546476,2
1,40703590,1128,0.605612576007843,0.441026538610458,1,3317,0.647221691874462,2
1,40927400,426044,0.288759350776672,0.305009931325913,1,3319,0.473360571443367,2
1,41047906,587102,0.627256751060486,0.519891679286957,1,3321,0.611813383711069,2
1,41058940,210667,0.431097000837326,0.484461277723312,1,3323,0.444924105042236,2
1,41069998,605160,0.369827687740326,0.50878518819809,1,3325,0.363441877160482,2
1,41087451,782582,0.38954946398735,0.502897500991821,1,3327,0.38730503056694,2
1,41111252,820643,0.718989789485931,0.523729801177979,1,3329,0.704988669027474,2
1,41124200,706854,0.804145276546478,0.497209370136261,1,3331,0.805232325524244,2
1,41161249,907644,0.412930995225906,0.324293404817581,1,3333,0.565588815500902,2
1,41164513,767590,0.505099058151245,0.433328151702881,1,3335,0.563326691332947,2
1,41168895,789594,0.547892451286316,0.523261845111847,1,3337,0.525832425957439,2
1,41183836,868561,0.457011729478836,0.581092536449432,1,3339,0.393234898757477,2
1,41518357,596102,0.593857526779175,0.693581759929657,1,3341,0.428109244712119,2
1,41529644,426738,0.718595564365387,0.603472709655762,1,3343,0.6451638481297,2
1,41541150,574754,0.449734270572662,0.516225576400757,1,3345,0.435598594037429,2
1,41556460,1147,0.470156311988831,0.492565721273422,1,3347,0.477252366215561,2
1,41560852,409223,0.380723208189011,0.495560705661774,1,3349,0.384133773964777,2
1,41566990,320415,0.523273289203644,0.391784220933914,1,3351,0.608094094888192,2
1,41581559,173457,0.347668677568436,0.511491537094116,1,3353,0.33985770277218,2
1,41584781,379557,0.609751462936401,0.390947073698044,1,3355,0.679626744893004,2
1,41594157,682685,0.369473248720169,0.354381233453751,1,3357,0.511688023992203,2
1,41675625,1148,0.633538246154785,0.485983520746231,1,3359,0.64353112338224,2
1,41677434,180851,0.620900392532349,0.559478104114533,1,3361,0.569715363744128,2
1,41686154,1149,0.383400142192841,0.537938356399536,1,3363,0.356360666265711,2
1,41703063,327448,0.546046018600464,0.478768646717072,1,3365,0.564536957974278,2
1,41730026,767856,0.432701975107193,0.479169636964798,1,3367,0.451512305587699,2
1,41743814,598477,0.506820440292358,0.632233798503876,1,3369,0.400817262136019,2
1,41757199,697643,0.472539961338043,0.588389813899994,1,3371,0.401553485610102,2
1,41758653,273252,0.653168559074402,0.547248244285584,1,3373,0.616973941516452,2
1,41764014,694082,0.31256377696991,0.354990929365158,1,3375,0.440241920446922,2
1,41773747,316123,0.584215879440308,0.533514499664307,1,3377,0.554344003982455,2
1,41774117,777633,0.407676726579666,0.500971138477325,1,3379,0.406886440423272,2
1,41776012,863151,0.440007150173187,0.547757089138031,1,3381,0.401644414009865,2
1,41781108,1150,0.431968629360199,0.491680890321732,1,3383,0.43927742349061,2
1,41798610,129419,0.420815378427506,0.347683012485504,1,3385,0.556055849641948,2
1,41804280,632236,0.673143923282623,0.487748265266419,1,3387,0.680961474061799,2
1,41810462,213298,0.498700320720673,0.467810660600662,1,3389,0.529021306735376,2
1,41814393,284043,0.642188429832459,0.555041193962097,1,3391,0.597927307750527,2
1,41821043,676718,0.592644572257996,0.687684535980225,1,3393,0.430898574310124,2
1,41830316,212981,0.539128839969635,0.458954572677612,1,3395,0.574091992320129,2
1,41849194,1154,0.619183719158173,0.579654574394226,1,3397,0.547019834588398,2
1,41852454,1156,0.314606070518494,0.517345368862152,1,3399,0.304058071700185,2
1,41855956,140929,0.695476591587067,0.561837196350098,1,3401,0.652499703447841,2
1,41860689,62452,0.490532994270325,0.431258022785187,1,3403,0.552110600113793,2
1,41862290,679881,0.584630429744721,0.675492405891419,1,3405,0.432743895153942,2
1,41866299,213488,0.59111213684082,0.481882810592651,1,3407,0.605409865259548,2
1,41877769,165548,0.319753676652908,0.511528074741364,1,3409,0.312547533988805,2
1,41886785,469306,0.351011604070663,0.45263546705246,1,3411,0.387742045885659,2
1,41914976,242397,0.619607985019684,0.567493140697479,1,3413,0.560247419435437,2
1,41936814,692348,0.381148368120194,0.321985453367233,1,3415,0.543629532026106,2
1,41974530,754322,0.471271276473999,0.59078460931778,1,3417,0.398852025798547,2
1,41984595,741337,0.487103670835495,0.431752592325211,1,3419,0.54870332689838,2
1,42003272,1159,0.53820675611496,0.658074796199799,1,3421,0.408925215813579,2
1,42009880,683021,0.635276138782501,0.512699246406555,1,3423,0.625771293674432,2
1,42016136,729692,0.636232554912567,0.501016497612,1,3425,0.63549151089511,2
1,42027674,258091,0.279422432184219,0.454673498868942,1,3427,0.307278115921995,2
1,42031595,140689,0.694441735744476,0.596134722232819,1,3429,0.621707681897241,2
1,42033664,1160,0.440400838851929,0.535391390323639,1,3431,0.411288682271964,2
1,42035331,496670,0.492797911167145,0.527249813079834,1,3433,0.467328673184875,2
1,42053889,538634,0.398917138576508,0.390510708093643,1,3435,0.506896290545623,2
1,42063437,173869,0.348255664110184,0.439963430166245,1,3437,0.395777967248996,2
1,42070191,383257,0.702511787414551,0.563381612300873,1,3439,0.659326976409377,2
1,42073888,1162,0.60246217250824,0.490553677082062,1,3441,0.609833450936699,2
1,42079781,293755,0.655252933502197,0.536603093147278,1,3443,0.628021830314708,2
1,42087343,289123,0.378851532936096,0.532728493213654,1,3445,0.355576562697723,2
1,42091455,282002,0.693871974945068,0.519268274307251,1,3447,0.681602015538093,2
1,42095740,496672,0.393892139196396,0.38244041800499,1,3449,0.509271754115135,2
1,42097709,1164,0.442660838365555,0.577070593833923,1,3451,0.383541323276082,2
1,42112745,199307,0.595495998859406,0.594702482223511,1,3453,0.500978931033489,2
1,42118976,223273,0.442887604236603,0.517784833908081,1,3455,0.427675334649939,2
1,42135968,371408,0.46270614862442,0.555798709392548,1,3457,0.416253349283708,2
1,42140926,765992,0.602780878543854,0.549836456775665,1,3459,0.558805763555362,2
1,42146487,893950,0.538198232650757,0.48199537396431,1,3461,0.554249379119034,2
1,42180746,788777,0.486711382865906,0.417791455984116,1,3463,0.559188350626395,2
1,42190293,85176,0.662304997444153,0.563982427120209,1,3465,0.612750696806263,2
1,42195344,1166,0.390306085348129,0.487730860710144,1,3467,0.400124450583091,2
1,42210783,162169,0.698984920978546,0.532033264636993,1,3469,0.678379833143532,2
1,42222958,275199,0.564532995223999,0.521545708179474,1,3471,0.544923086467631,2
1,42238315,1168,0.450226008892059,0.512738823890686,1,3473,0.439040294896848,2
1,42245984,496681,0.477610200643539,0.610497832298279,1,3475,0.391164534397714,2
1,42261618,918987,0.367035716772079,0.417880564928055,1,3477,0.439163420815312,2
1,42271185,792241,0.570376873016357,0.399731069803238,1,3479,0.642141125942653,2
1,42273008,285872,0.560242831707001,0.434969633817673,1,3481,0.610855279102738,2
1,42278097,323850,0.492665022611618,0.472257226705551,1,3483,0.519334983763653,2
1,42315245,678207,0.275610715150833,0.435187846422195,1,3485,0.316657183118403,2
1,42629316,225846,0.352637827396393,0.493239492177963,1,3487,0.357471201098755,2
1,42634537,113137,0.615797102451325,0.515341341495514,1,3489,0.603635578559338,2
1,42638713,577219,0.311305105686188,0.405896753072739,1,3491,0.383478191596177,2
1,42654267,133635,0.632079541683197,0.559927344322205,1,3493,0.581977596687829,2
1,42655738,797744,0.421268075704575,0.563313782215118,1,3495,0.373919553368659,2
1,42665751,393848,0.577741801738739,0.475849241018295,1,3497,0.597197761306686,2
1,42670795,846343,0.701513767242432,0.584125101566315,1,3499,0.641134588933162,2
1,42673760,1175,0.601595222949982,0.498972147703171,1,3501,0.602412545306975,2
1,42675493,96347,0.508736848831177,0.645098984241486,1,3503,0.394309138022714,2
1,42680806,1177,0.504789292812347,0.552876353263855,1,3505,0.456511921546626,2
1,42682130,496688,0.425022691488266,0.51660281419754,1,3507,0.41136312057114,2
1,42718277,644120,0.685208797454834,0.55987548828125,1,3509,0.642383922999584,2
1,42750829,303039,0.258760631084442,0.364304929971695,1,3511,0.355142917094955,2
1,42772374,397289,0.665754497051239,0.50151664018631,1,3513,0.66473755204819,2
1,42781906,1178,0.594650149345398,0.519499003887177,1,3515,0.578200821711279,2
1,42825058,423853,0.442078113555908,0.556071102619171,1,3517,0.397501426952111,2
1,42895853,724550,0.529347538948059,0.657618045806885,1,3519,0.402473397987855,2
1,42902456,253316,0.440288871526718,0.68325811624527,1,3521,0.322198054482142,2
1,42925197,117726,0.282068699598312,0.380629867315292,1,3523,0.370528857322516,2
1,42927649,214172,0.307178854942322,0.461313188076019,1,3525,0.332939598175656,2
1,43039717,602223,0.652140259742737,0.486651390790939,1,3527,0.661185660176204,2
1,43040571,852638,0.464839607477188,0.441321641206741,1,3529,0.521047858665266,2
1,43046340,420297,0.295213997364044,0.436394095420837,1,3531,0.338242428646238,2
1,43078715,551366,0.660663068294525,0.465151876211166,1,3533,0.682772625898329,2
1,43123190,606570,0.426569700241089,0.458538085222244,1,3535,0.465140970825072,2
1,43130565,146177,0.582714080810547,0.516221106052399,1,3537,0.568722484165825,2
1,43172273,408583,0.342544764280319,0.432879775762558,1,3539,0.395658082751608,2
1,43180866,496694,0.531482040882111,0.478154599666596,1,3541,0.551095057253973,2
1,43185042,747239,0.474980711936951,0.605385899543762,1,3543,0.392295816845842,2
1,43192292,84924,0.36504054069519,0.508716762065888,1,3545,0.358785642537872,2
1,43204020,769832,0.673236072063446,0.548396050930023,1,3547,0.6382184781494,2
1,43228952,699000,0.330087214708328,0.429408103227615,1,3549,0.384351403975905,2
1,43275519,333004,0.327375710010529,0.449063956737518,1,3551,0.364509002669616,2
1,43278027,932003,0.643705010414124,0.550372421741486,1,3553,0.60378877229254,2
1,43279210,266830,0.330612182617188,0.434663057327271,1,3555,0.38030858275616,2
1,43286908,705690,0.463710159063339,0.527002513408661,1,3557,0.439950614337733,2
1,43300687,596863,0.440719485282898,0.563992857933044,1,3559,0.390713711249885,2
1,43302741,222924,0.567108988761902,0.455023646354675,1,3561,0.602835051151754,2
1,43305419,368235,0.541356265544891,0.640244424343109,1,3563,0.422773119891144,2
1,43312925,206237,0.40950483083725,0.429827719926834,1,3565,0.47635926192354,2
1,43314864,843864,0.664303302764893,0.539614796638489,1,3567,0.635417586421097,2
1,43316358,447878,0.683647871017456,0.657223701477051,1,3569,0.538544335845665,2
1,43321006,258793,0.700961112976074,0.550690114498138,1,3571,0.66722422911983,2
1,43348908,567342,0.575521171092987,0.409145027399063,1,3573,0.640792708371005,2
1,43368280,647003,0.666166603565216,0.538540601730347,1,3575,0.638285190759395,2
1,43373518,884785,0.296830624341965,0.408362179994583,1,3577,0.363440395417987,2
1,43378457,550969,0.720550239086151,0.573003590106964,1,3579,0.672772704360849,2
1,43389233,1185,0.631198823451996,0.505373001098633,1,3581,0.627192634685166,2
1,43414499,538637,0.464266926050186,0.542361974716187,1,3583,0.4280046792487,2
1,43436805,595935,0.428946942090988,0.469690173864365,1,3585,0.456627545091946,2
1,43445733,800860,0.570616602897644,0.51384562253952,1,3587,0.558387811557594,2
1,43447561,420104,0.635370492935181,0.653862953186035,1,3589,0.485859070191431,2
1,43448054,245291,0.654250502586365,0.538465321063995,1,3591,0.625434974668961,2
1,43455953,134878,0.678898215293884,0.579969167709351,1,3593,0.617764030612969,2
1,43472727,933826,0.562057852745056,0.613834917545319,1,3595,0.457824927093334,2
1,43629687,197827,0.673271596431732,0.515221118927002,1,3597,0.663012956706061,2
1,43651299,382633,0.244371339678764,0.320021271705627,1,3599,0.381804838122683,2
1,43693273,62457,0.471497893333435,0.513758957386017,1,3601,0.458870727755673,2
1,43730102,284310,0.55939507484436,0.422881990671158,1,3603,0.618271377748166,2
1,43747351,799773,0.749886393547058,0.58520770072937,1,3605,0.698507413357551,2
1,43748853,153098,0.384829431772232,0.424556821584702,1,3607,0.453213106240782,2
1,43752369,912683,0.735137522220612,0.573689222335815,1,3609,0.689355170386958,2
1,43760103,368692,0.364415913820267,0.54655122756958,1,3611,0.333377637299217,2
1,43824964,822126,0.328584909439087,0.316901922225952,1,3613,0.508551471299118,2
1,43842619,678089,0.565997004508972,0.652636408805847,1,3615,0.433623528255647,2
1,43860083,271311,0.608778357505798,0.685923397541046,1,3617,0.443765557267908,2
1,44260537,797683,0.662795960903168,0.539633572101593,1,3619,0.633765606414673,2
1,44275627,171677,0.373989313840866,0.49409881234169,1,3621,0.37845599351718,2
1,44298760,538640,0.497575670480728,0.34576603770256,1,3623,0.616020905002444,2
1,44308247,757030,0.459111332893372,0.532497107982636,1,3625,0.43109279469396,2
1,44309988,1191,0.302997410297394,0.386744290590286,1,3627,0.391728356008734,2
1,44327044,810777,0.689471006393433,0.560894310474396,1,3629,0.646407458370611,2
1,44563781,818340,0.405782699584961,0.363442480564117,1,3631,0.533257182366148,2
1,44664075,300389,0.568521916866303,0.470547676086426,1,3633,0.592524138958987,2
1,44674872,359802,0.3768130838871,0.471961498260498,1,3635,0.399198965674017,2
1,44694892,207227,0.457023859024048,0.462634980678558,1,3637,0.493935692404538,2
1,44702452,496709,0.210810899734497,0.35385474562645,1,3639,0.297877734211656,2
1,44705332,434276,0.439195334911346,0.565280139446259,1,3641,0.388475823103901,2
1,44738310,394385,0.43029847741127,0.569668292999268,1,3643,0.377674589492927,2
1,44763865,411340,0.437894076108933,0.533074498176575,1,3645,0.410725027746389,2
1,44770377,338428,0.55815464258194,0.604270398616791,1,3647,0.461841787931022,2
1,44832416,886192,0.441139429807663,0.43894636631012,1,3649,0.501954415198348,2
1,44842729,122111,0.372701317071915,0.538083553314209,1,3651,0.346322903549404,2
1,44847498,795935,0.54054981470108,0.642644882202148,1,3653,0.420566497665694,2
1,44869347,828649,0.586636781692505,0.48110431432724,1,3655,0.601689482374901,2
1,44933755,637753,0.2912877202034,0.48778909444809,1,3657,0.298579574163069,2
1,44939730,351406,0.547797977924347,0.448498845100403,1,3659,0.590026223827239,2
1,44948512,458383,0.589133560657501,0.467222094535828,1,3661,0.614411150379313,2
1,44959872,86048,0.379923701286316,0.466532558202744,1,3663,0.407178121447647,2
1,44992539,404697,0.675257980823517,0.540064573287964,1,3665,0.64696998718061,2
1,45037132,323994,0.370371431112289,0.379017382860184,1,3667,0.488594254328589,2
1,45071637,417032,0.664943993091583,0.51402884721756,1,3669,0.655271712127309,2
1,45085454,378609,0.410462558269501,0.529568195343018,1,3671,0.387544571104418,2
1,45105843,383155,0.615984380245209,0.468611240386963,1,3673,0.638667912326151,2
1,45125871,733143,0.428516447544098,0.514318943023682,1,3675,0.416586296651694,2
1,45136474,305534,0.470430254936218,0.661378264427185,1,3677,0.355643872983681,2
1,45141673,435191,0.449758350849152,0.531274557113648,1,3679,0.423282410974691,2
1,45166956,286643,0.404640823602676,0.507750928401947,1,3681,0.398463893385886,2
1,45186433,618498,0.438419580459595,0.561015427112579,1,3683,0.390737544167049,2
1,45196530,339769,0.254281371831894,0.323587357997894,1,3685,0.392909929184484,2
1,45202269,603209,0.345756351947784,0.409990757703781,1,3687,0.4216635929603,2
1,45216625,452113,0.592593252658844,0.457769870758057,1,3689,0.624323026912277,2
1,45220386,402859,0.616810500621796,0.486598640680313,1,3691,0.626812928693866,2
1,45230295,618547,0.323519229888916,0.398683100938797,1,3693,0.405734816859695,2
1,45239514,563551,0.381061673164368,0.47352460026741,1,3695,0.402367345803337,2
1,45250262,289134,0.413955718278885,0.508664667606354,1,3697,0.406904336629921,2
1,45268982,146089,0.345447719097137,0.404626131057739,1,3699,0.426872725933564,2
1,45296480,712362,0.543527543544769,0.475612491369247,1,3701,0.56475655031606,2
1,45333148,562559,0.383987426757813,0.486000150442123,1,3703,0.395048670672727,2
1,45369034,169430,0.364402115345001,0.538519442081451,1,3705,0.338337009650512,2
1,45395150,859373,0.372504502534866,0.5476513504982,1,3707,0.340092745316887,2
1,45414041,127285,0.671329021453857,0.56398218870163,1,3709,0.62309913720333,2
1,45450405,325954,0.694082856178284,0.661851108074188,1,3711,0.547659106496742,2
1,45536129,475110,0.543461084365845,0.440643846988678,1,3713,0.591906772477289,2
1,45536923,484603,0.559223234653473,0.503491342067719,1,3715,0.556123787264708,2
1,45540018,657050,0.598583698272705,0.505136370658875,1,3717,0.594417251615611,2
1,45572743,731242,0.605796754360199,0.590060710906982,1,3719,0.519193138925562,2
1,45702176,801642,0.690260350704193,0.549547612667084,1,3721,0.656190467621068,2
1,45707643,818683,0.773597121238709,0.475726425647736,1,3723,0.78407944836719,2
1,45739169,711695,0.219851285219193,0.382019698619843,1,3725,0.287748623976027,2
1,45751262,1208,0.567100524902344,0.426224768161774,1,3727,0.622762145282257,2
1,45756940,287435,0.736466526985169,0.498871773481369,1,3729,0.737059839109827,2
1,45764887,347830,0.623433828353882,0.510733187198639,1,3731,0.615172987628121,2
1,45773917,80642,0.313009291887283,0.598262488842011,1,3733,0.261598627462956,2
1,45812199,903732,0.59019672870636,0.546640515327454,1,3735,0.548037170117182,2
1,45881891,259192,0.40196430683136,0.590131521224976,1,3737,0.340571798297586,2
1,45995673,203948,0.38578736782074,0.476638853549957,1,3739,0.404695677815011,2
1,46018010,457780,0.559247851371765,0.656165719032288,1,3741,0.426148330483146,2
1,46027591,352920,0.260121583938599,0.30005356669426,1,3743,0.433458576754147,2
1,46086757,407013,0.702678143978119,0.584121227264404,1,3745,0.642537831317842,2
1,46118821,115761,0.412172973155975,0.580707669258118,1,3747,0.354888522208211,2
1,46128735,218535,0.68145626783371,0.587966799736023,1,3749,0.613448950276083,2
1,46132641,398380,0.435569912195206,0.574442207813263,1,3751,0.379124223699801,2
1,46160595,221731,0.668186545372009,0.604446351528168,1,3753,0.580570858201022,2
1,46235468,1210,0.561583042144775,0.476225912570953,1,3755,0.581482772460928,2
