"ID","interval","rate","step_km","lower","upper","angle","distance_open_forest","raw_habitat_code","distance_water"
"elk-163",126,0.03,0.0264433356443547,0.025,0.035,-3.05,32570.58,26,1.91328
"elk-163",127,0.04,0.0404474968323134,0.035,0.045,-0.12,32595.18,25,1.91638
"elk-163",128,0.07,0.0717007670809734,0.065,0.075,-0.29,32648.83,25,1.94824
"elk-163",129,0.31,0.312921715449727,0.305,0.315,0.71,32722.63,25,1.96119
"elk-163",130,0.25,0.310903522012858,0.245,0.255,2.75,33000.04,26,2.07319
"elk-163",131,0.16,0.123239604024031,0.155,0.165,2.24,32666.82,25,1.98006
"elk-163",132,0.04,0.0536772763839597,0.035,0.045,-1.97,32751.69,25,1.9906
"elk-163",133,0.05,0.0483037265643139,0.045,0.055,-0.89,32722.63,25,1.96119
"elk-163",134,0.03,0.02343074902772,0.025,0.035,2.9,32677.9,25,1.9769
"elk-163",135,0.22,0.269269846065244,0.215,0.225,0.92,32698.03,25,1.95656
"elk-163",136,0.4,0.297946303887127,0.395,0.405,3.03,32957.41,25,2.08806
"elk-163",137,0.06,0.0552177507691141,0.055,0.065,-2.64,32653.3,25,1.97294
"elk-163",138,0.29,0.287784641702784,0.285,0.295,-0.29,32711.47,25,2.02392
"elk-163",139,0.2,0.245837344600042,0.195,0.205,2.93,32975.45,26,2.05943
"elk-163",140,0.39,0.2246352599215,0.385,0.395,-3.04,32745.11,26,1.99013
"elk-163",141,0.01,0.0134164078649987,0.005,0.015,-2.26,32955.43,26,2.02485
"elk-163",142,0.31,0.307091598712827,0.305,0.315,-0.69,32950.87,26,2.04588
"elk-163",143,0.23,0.287583466145048,0.225,0.235,2.87,32653.3,25,1.97294
"elk-163",144,0.5,0.251406046068904,0.495,0.505,2.67,32961.89,25,2.11202
"elk-163",145,0.11,0.0830963296421689,0.105,0.115,1.85,32725.09,14,1.95656
"elk-163",146,0.71,0.888490433263071,0.705,0.715,1.97,32711.47,26,2.02392
"elk-163",147,0.57,0.573882392132744,0.565,0.575,0.4,33566.74,25,2.21317
"elk-163",148,0.78,0.587112638256068,0.775,0.785,-3.06,34040.87,26,2.26067
"elk-163",149,2.73,2.73016670736422,2.725,2.735,2.89,33582,25,2.26523
"elk-163",150,0.07,0.0668449698930293,0.065,0.075,-2.73,36051.22,25,3.41248
"elk-163",151,0.07,0.0735934779718964,0.065,0.075,2.97,36010.46,17,3.40312
"elk-163",152,0.11,0.114718132829993,0.105,0.115,-2.87,36075.61,25,3.43702
"elk-163",153,0.01,0.00763216876123687,0.005,0.015,2.6,35999.63,14,3.41413
"elk-163",154,0.09,0.0895600357302296,0.085,0.095,0.74,36005.04,14,3.40854
"elk-163",155,0.48,0.483614774381429,0.475,0.485,-2.34,36045.75,25,3.41733
"elk-163",156,0.51,0.507772586892991,0.505,0.515,3.02,36229.52,17,3.78104
"elk-163",157,0,0.00223606797749979,0,0.005,2.28,36081.1,25,3.43238
"elk-163",158,0.1,0.0996393496566492,0.095,0.105,0.28,36081.1,25,3.43238
"elk-287",1,NA,0.991679005525477,NA,NA,NA,883.88,17,0.57987
"elk-287",2,0.21,0.205942346301095,0.205,0.215,0.68,1711.18,1,0
"elk-287",3,0.11,0.106320270880016,0.105,0.115,-2.39,1708.8,16,0.10308
"elk-287",4,0.06,0.0573171004151466,0.055,0.065,2.19,1634.78,11,0.09014
"elk-287",5,12.22,12.2294901058875,12.215,12.225,-1.24,1724.09,17,0.125
"elk-287",6,5.66,5.65692469456683,5.655,5.665,0.18,1900,16,0.20616
"elk-287",7,7.18,7.18161715771594,7.175,7.185,0.56,3125.9,1,0
"elk-287",8,5.77,5.77320223099798,5.765,5.775,-0.12,8112.68,18,0.99247
"elk-287",9,2.57,3.21618407433405,2.565,2.575,-0.88,7245.77,17,0.075
"elk-287",10,5.15,3.86710641177612,5.145,5.155,-0.17,8679.93,7,0.50062
"elk-287",11,0.07,0.0724706837279737,0.065,0.075,0.08,11616.07,6,0.68007
"elk-287",12,0.06,0.0565088488645805,0.055,0.065,1.23,11646.89,7,0.625
"elk-287",13,0.16,0.157622967869534,0.155,0.165,2.69,11612.76,7,0.64275
"elk-287",14,4.17,4.17926225547046,4.165,4.175,-1.96,11612.76,7,0.64275
"elk-287",15,1.64,1.63329421721869,1.635,1.645,0.6,6795.31,14,0.77217
"elk-287",16,0.25,0.247309522663403,0.245,0.255,-1.32,6895.02,19,0.7754
"elk-287",17,0.71,0.706549538249088,0.705,0.715,-2.73,7252.97,16,0.79726
"elk-287",18,0.09,0.0872353139502575,0.085,0.095,1.05,7025,19,1.02011
"elk-287",19,0.28,0.275943834864996,0.275,0.285,0.02,7343.11,19,0.70799
"elk-287",20,0.1,0.099724620831568,0.095,0.105,-0.73,7794.43,19,0.37832
"elk-287",21,0.19,0.193313217344288,0.185,0.195,-2.92,7710.59,19,0.40389
"elk-287",22,0.2,0.199007537545692,0.195,0.205,1.53,7474.79,19,0.61033
"elk-287",23,0.14,0.137681698130144,0.135,0.145,2.18,7426.52,19,0.66568
"elk-287",24,0.11,0.126207170953159,0.105,0.115,1.27,7572.19,19,0.53677
"elk-287",25,0.14,0.132619757200803,0.135,0.145,1.77,7412.19,19,0.65622
"elk-287",26,1.75,1.60655967831886,1.745,1.755,1.28,6940.55,13,0.59002
"elk-287",27,4.28,4.63684140876093,4.275,4.285,-0.07,7245.77,14,0.07906
"elk-287",28,0.09,0.0891403387922662,0.085,0.095,3.05,7251.59,14,0.09014
"elk-287",29,8.72,8.72322401695611,8.715,8.725,-2.74,7034.2,16,0.12748
"elk-287",30,12.71,13.7686993212867,12.705,12.715,0.16,4025.31,19,0.72887
"elk-287",31,6.9,5.75073673541052,6.895,6.905,0,6530.55,17,0.41003
"elk-287",32,0.14,0.144013888219158,0.135,0.145,-2.06,6512.49,13,0.475
"elk-287",33,0.6,0.654683320392386,0.595,0.605,0.66,6520.59,13,0.53033
"elk-287",34,4.29,4.28366995110501,4.285,4.295,1.02,4775.07,11,0.0559
"elk-287",35,0.8,0.796909656109148,0.795,0.805,0.02,4825.06,13,0.075
"elk-287",36,1.83,1.83178280644841,1.825,1.835,0.28,4657.59,13,0.5
"elk-287",37,1.29,1.29339398483215,1.285,1.295,0.2,3904.48,13,0.35795
"elk-287",38,0.09,0.0877909448633514,0.085,0.095,2.34,3411.84,17,0.09014
"elk-287",39,2.89,2.89332667529956,2.885,2.895,0.7,3376.76,17,0.15811
"elk-287",40,0.18,0.184451213061883,0.175,0.185,2.07,4716.59,13,0.60415
"elk-287",41,1,1.00487810206015,0.995,1.005,1.43,3901.28,17,0.025
"elk-287",42,0.07,0.0658559033041078,0.065,0.075,-0.05,3900.72,1,0
"elk-287",43,0.03,0.0333016516106934,0.025,0.035,0.01,3825.74,17,0.075
"elk-287",44,0.02,0.0248243831746128,0.015,0.025,2.62,3825.08,17,0.075
"elk-287",45,0.02,0.0229401394939089,0.015,0.025,0.96,3875.32,17,0.03536
"elk-287",46,0.13,0.126763559432512,0.125,0.135,-2.33,3850.08,17,0.05
"elk-287",47,0.03,0.0286530975637888,0.025,0.035,2.11,3726.34,13,0.17678
"elk-287",48,0.11,0.107290493521094,0.105,0.115,-0.94,3728.02,17,0.16008
"elk-287",49,0.01,0.010816653826392,0.005,0.015,0.47,3785,13,0.125
"elk-287",50,17.85,20.8368375959501,17.845,17.855,-0.17,3809.94,13,0.10607
"elk-287",51,0.27,0.228405341443671,0.265,0.275,-0.8,2638.66,17,0.54829
"elk-287",52,4.46,4.45676586775657,4.455,4.465,0.82,2592.42,19,0.48088
"elk-287",53,7.1,7.09831326795317,7.095,7.105,-0.16,7077.87,16,0.15
"elk-287",54,5.94,5.93628766570489,5.935,5.945,-0.56,8585.6,18,0.77661
"elk-287",55,0.01,0.00806225774829855,0.005,0.015,-1.81,9726.77,25,0.19039
"elk-287",56,0.05,0.0495100999797011,0.045,0.055,-1.63,9606.02,26,0.30208
"elk-287",57,0.12,0.119004201606498,0.115,0.125,0.57,9543.85,25,0.39528
"elk-287",58,0.11,0.107434863987441,0.105,0.115,2.44,9550.03,26,0.38161
"elk-287",59,0.01,0.00640312423743285,0.005,0.015,1.61,9628.9,26,0.30516
"elk-287",60,0.23,0.228035633180431,0.225,0.235,2.07,9513.84,25,0.47762
"elk-287",61,0.08,0.0805062109405231,0.075,0.085,2.04,9538.15,25,0.45962
"elk-287",62,0.04,0.0429534631898291,0.035,0.045,1.06,9538.15,25,0.45962
"elk-287",63,0.21,0.213228164181001,0.205,0.215,-0.56,9653.01,25,0.33634
"elk-287",64,0.1,0.10142608145837,0.095,0.105,1.39,9786.63,25,0.16008
"elk-287",65,0.07,0.0740827240319901,0.065,0.075,-1.48,9788,25,0.125
"elk-287",66,0.23,0.229377963196119,0.225,0.235,-2.47,9768.12,7,0.21506
"elk-287",67,1.88,1.88160277423265,1.875,1.885,3.08,9768.12,7,0.21506
"elk-287",68,0.12,0.12013013776734,0.115,0.125,-0.48,10649,6,0.25739
"elk-287",69,0.04,0.0399656102167851,0.035,0.045,1.53,10714.77,19,0.28504
"elk-287",70,1.16,1.15926366716119,1.155,1.165,-2.55,11736.83,19,0.65431
"elk-287",71,5.03,5.0275737935907,5.025,5.035,-0.34,6908.19,16,0.51296
"elk-287",72,0.11,0.108784190027779,0.105,0.115,-2.97,6943.03,16,0.51539
"elk-287",73,16.54,16.5350170320444,16.535,16.545,-2.29,5965,18,0.29262
"elk-287",74,6.92,6.91886262329294,6.915,6.925,0.59,0,20,0.63738
"elk-287",75,2.45,2.45414852851249,2.445,2.455,-0.03,5922.89,6,0.32596
"elk-287",76,0.41,0.408015931061521,0.405,0.415,-0.3,8353.74,19,0.34821
"elk-287",77,5.69,6.63948582346555,5.685,5.695,-0.1,8722.99,23,0.49624
"elk-287",78,0.14,0.113701363228415,0.135,0.145,-1.38,15255.04,17,0.35795
"elk-287",79,12.65,12.6450800709209,12.645,12.655,1.62,15255.27,17,0.48088
"elk-287",80,0.12,0.122201677566227,0.115,0.125,-0.08,27347.04,16,0.67546
"elk-287",81,0.04,0.0432781700167648,0.035,0.045,3,27349.01,14,0.82538
"elk-287",82,0.05,0.0539560005930758,0.045,0.055,0.74,27315.57,17,0.68007
"elk-287",83,0.05,0.0480234317807464,0.045,0.055,3.02,27307.92,17,0.70045
"elk-287",84,0.19,0.216780995477002,0.185,0.195,0.8,27315.57,17,0.68007
"elk-287",85,0.24,0.196758735511286,0.235,0.245,2.25,27323.25,16,0.66002
"elk-287",86,0.15,0.146213029515156,0.145,0.155,-1.63,27307.92,17,0.70045
"elk-287",87,0.12,0.12001666550942,0.115,0.125,-3.14,27317.63,14,0.83217
"elk-287",88,4.93,4.92984150353741,4.925,4.935,1.56,27349.01,14,0.82538
"elk-287",89,8.71,8.71392347051545,8.705,8.715,-0.3,32231.87,14,1.28695
"elk-287",90,0.08,0.105243764660905,0.075,0.085,-2.83,40504.82,17,1.85506
"elk-287",91,0.12,0.0827783184173247,0.115,0.125,-1.85,40472.34,17,1.89011
"elk-287",92,0.27,0.272793420008621,0.265,0.275,3.12,40323.88,25,1.94486
"elk-287",93,0.18,0.177234308191163,0.175,0.185,-0.01,40328.81,7,1.90919
"elk-287",94,0.67,0.672518587103732,0.665,0.675,0.08,40232.32,17,1.76777
"elk-287",95,0.08,0.0765375724726098,0.075,0.085,-2.2,40242.15,7,1.75018
"elk-287",96,0,0.00447213595499958,0,0.005,-1.41,40189.71,17,1.82089
"elk-287",97,0.29,0.240506236925365,0.285,0.295,-2.35,40285.3,17,1.64012
"elk-287",98,0.6,0.601939573379255,0.595,0.605,3.13,40242.46,17,1.6906
"elk-287",99,0.74,0.738719331004679,0.735,0.745,2.8,40099.07,19,1.7967
"elk-287",100,0.25,0.254395361592935,0.245,0.255,-1.96,39835.73,26,2.07319
"elk-287",101,0.2,0.199972498109115,0.195,0.205,-2.67,39795.93,26,2.13029
"elk-287",102,0.09,0.085146931829632,0.085,0.095,-1.69,39951.68,25,1.90804
"elk-287",103,0.06,0.0590338885725818,0.055,0.065,0.89,39980.29,19,1.9276
"elk-287",104,0.05,0.0541294744108974,0.045,0.055,-3.12,39868.64,26,2.03854
"elk-287",105,0.18,0.178427156004909,0.175,0.185,-3.12,39714.12,19,2.19801
"elk-287",106,0.23,0.230217288664427,0.225,0.235,1.95,40096.29,25,1.77992
"elk-287",107,0.18,0.183262789458199,0.175,0.185,-2.43,40096.29,25,1.77992
"elk-287",108,0.89,0.892890390809533,0.885,0.895,3.09,40253.73,25,1.63783
"elk-287",109,0.82,0.824287116240452,0.815,0.825,2.87,39815.39,25,2.14782
"elk-287",110,0.22,0.221824818268831,0.215,0.225,2.1,39934.45,25,1.9693
"elk-287",111,0.26,0.259538051160133,0.255,0.265,2.77,39957.37,19,1.9484
"elk-287",112,1.02,1.02294330243665,1.015,1.025,-2.14,39782.57,25,2.18303
"elk-287",113,1.03,1.02930814142316,1.025,1.035,2.96,39769.94,26,2.14257
"elk-287",114,0.28,0.278409769943513,0.275,0.285,1.6,39795.93,26,2.13029
"elk-287",115,1.03,1.03410492697792,1.025,1.035,1.89,39815.39,25,2.14782
"elk-287",116,0.86,0.863201743510751,0.855,0.865,-2.89,39993.23,19,1.9211
"elk-287",117,0.29,0.293482963730435,0.285,0.295,-1.08,40065.57,25,1.70606
"elk-287",118,0.32,0.322442242890103,0.315,0.325,-2.59,40033.21,25,1.86564
"elk-287",119,0.26,0.256922653730651,0.255,0.265,2.78,39815.39,25,2.14782
"elk-287",120,0.7,0.70243166927467,0.695,0.705,-2.3,39914.48,27,1.99703
"elk-287",121,0.31,0.309467284215957,0.305,0.315,2.07,39711.15,19,2.17054
"elk-287",122,0.37,0.367662889070953,0.365,0.375,2.18,39927.44,27,1.99076
"elk-287",123,0.38,0.377517218150378,0.375,0.385,-1.34,39779.91,26,2.12867
"elk-287",124,0.09,0.0868331733843696,0.085,0.095,0.72,39734.07,26,2.15711
"elk-287",125,0.09,0.0949276039937804,0.085,0.095,1.61,39582.59,26,2.33693
"elk-287",126,0.4,0.402235316699069,0.395,0.405,1.59,39772.98,26,2.15058
"elk-287",127,0.14,0.139463256809814,0.135,0.145,-0.18,39510.39,26,2.48118
"elk-287",128,0.34,0.343840079106552,0.335,0.345,1.07,39500.64,26,2.49762
"elk-287",129,0.24,0.244471368466739,0.235,0.245,-2.77,39500.64,26,2.49762
"elk-287",130,0.75,0.747514715574215,0.745,0.755,-1.38,39550.29,26,2.47588
"elk-287",131,0.71,0.706475760376816,0.705,0.715,3.02,39710.4,19,2.23005
"elk-287",132,0.07,0.065431261641512,0.065,0.075,2.41,39757.74,26,2.31625
"elk-287",133,0.66,0.662456791043763,0.655,0.665,1.13,39815.39,25,2.14782
"elk-287",134,0.6,0.601015806780487,0.595,0.605,2.82,39573.32,26,2.45777
"elk-287",135,0.45,0.44534396818639,0.445,0.455,1.24,39807.7,17,2.28158
"elk-287",136,0.58,0.678577924780935,0.575,0.585,2.1,39546.69,26,2.46031
"elk-287",137,0.66,0.546528361569644,0.655,0.665,2.49,39914.48,27,1.99703
"elk-287",138,0.13,0.153102090122898,0.125,0.135,1.34,40192.93,17,1.77095
"elk-287",139,0.44,0.439666066464084,0.435,0.445,1.99,39775.01,25,2.31638
"elk-287",140,0.56,0.467471924290647,0.555,0.565,2.51,39960.33,19,1.95592
"elk-287",141,0.37,0.373483600710928,0.365,0.375,2.98,39933.73,25,2.06897
"elk-287",142,0.46,0.459393077875581,0.455,0.465,-1.5,39940.43,25,1.9851
"elk-287",143,0.35,0.349840320717896,0.345,0.355,-2.44,39586.68,26,2.45726
"elk-287",144,0.07,0.0726722092687432,0.065,0.075,1.52,39905.78,17,2.1773
"elk-287",145,0.16,0.164274922005764,0.155,0.165,-1.7,39909.63,17,2.18546
"elk-287",146,0.32,0.318849494275904,0.315,0.325,-3,39613.48,27,2.45726
"elk-287",147,0.2,0.200561711201316,0.195,0.205,1.12,39580.78,27,2.49261
"elk-287",148,0.5,0.586537509456983,0.495,0.505,1.84,39661.85,26,2.36907
"elk-287",149,0.52,0.431115993672237,0.515,0.525,2.65,39909.63,17,2.18546
"elk-287",150,0.07,0.073824115301167,0.065,0.075,-1.48,39919.23,17,2.17097
"elk-287",151,0.18,0.17652549390952,0.175,0.185,-1.25,40064.93,19,1.9276
"elk-287",152,0.29,0.294061218116228,0.285,0.295,0.8,39896.15,17,2.19146
"elk-287",153,0.05,0.0478539444560216,0.045,0.055,2.05,40046.29,16,2.02485
"elk-287",154,0.62,0.617986448071477,0.615,0.625,1.93,40259.73,17,1.81676
"elk-287",155,0.09,0.0877795534278912,0.085,0.095,2.73,40065.57,25,1.70606
"elk-287",156,0.19,0.18515398996511,0.185,0.195,-0.62,40206.03,7,1.76918
"elk-287",157,0.11,0.112076982471871,0.105,0.115,2.96,40337.53,17,1.69853
"elk-287",158,0.51,0.510671371823407,0.505,0.515,-0.79,40144.25,26,1.64336
"elk-287",159,0.15,0.147200543477258,0.145,0.155,0.54,39905.78,17,2.1773
"elk-287",160,0.61,0.605561722700502,0.605,0.615,2.75,39775.01,25,2.31638
"elk-287",161,0.19,0.189423467395146,0.185,0.195,-1.08,40085.11,17,1.96294
"elk-287",162,0.64,0.642627419271852,0.635,0.645,-3.02,40238.86,7,1.73385
"elk-287",163,0.07,0.0652763356814704,0.065,0.075,-2.82,40046.29,16,2.02485
"elk-363",1,0.52,0.518941229813165,0.515,0.525,NA,0,20,0.05
"elk-363",2,0.3,0.296057426861749,0.295,0.305,2.57,390.51,13,0.42426
"elk-363",3,0.27,0.266280397325826,0.265,0.275,2.87,127.48,13,0.3
"elk-363",4,1.69,1.68611424583271,1.685,1.695,-0.09,353.55,13,0.4717
"elk-363",5,0.2,0.203944232573515,0.195,0.205,-2.13,1610.12,17,0.27613
"elk-363",6,1.4,1.63249540581283,1.395,1.405,-1.18,1604.88,16,0.182
"elk-363",7,0.53,0.443497463352385,0.525,0.535,-2.58,375,13,0.40697
"elk-363",8,0.3,0.297466384655477,0.295,0.305,-2.07,813.17,17,0.53677
"elk-363",9,0.29,0.294409578648522,0.285,0.295,-2.92,673.15,13,0.67268
"elk-363",10,0.89,0.89442998608052,0.885,0.895,2.36,743.3,19,0.52202
"elk-363",11,0.36,0.354857717965948,0.355,0.365,-1.77,125,17,0.125
"elk-363",12,2.06,2.0599964198998,2.055,2.065,-2.22,25,17,0.16008
"elk-363",13,0.7,0.703800575447335,0.695,0.705,-2.65,1648.1,17,0.24749
"elk-363",14,0.72,0.719000695409956,0.715,0.725,-0.74,1270.09,13,0.275
"elk-363",15,0.59,0.610312419994874,0.585,0.595,-1.01,577.17,16,0.63246
"elk-363",16,0.78,0.74670810896896,0.775,0.785,-2.63,581.49,16,0.30208
"elk-363",17,0.09,0.0928493403315285,0.085,0.095,-1.8,917.2,16,0.43661
"elk-363",18,1.22,1.22034298457442,1.215,1.225,0.85,848.9,13,0.51478
"elk-363",19,0.36,0.362847419723498,0.355,0.365,-1.55,1346.29,16,0.05
"elk-363",20,1.45,1.44638903826045,1.445,1.455,-1.43,1113.83,17,0.21213
"elk-363",21,0.37,0.365282424981,0.365,0.375,-0.73,336.34,13,0.45894
"elk-363",22,0.57,0.569976534604715,0.565,0.575,-1.06,665.68,16,0.40389
"elk-363",23,0.71,0.764346125783339,0.705,0.715,3.1,1140.18,16,0.19526
"elk-363",24,0.73,0.664988721708872,0.725,0.735,2.84,583.1,18,0.24622
"elk-363",25,0.53,0.526294594310069,0.525,0.535,2.4,930.39,16,0.43732
"elk-363",26,0.62,0.62060957936532,0.615,0.625,-3.09,999.06,18,0.525
"elk-363",27,0.34,0.335483233560188,0.335,0.345,1.67,972.75,16,0.40078
"elk-363",28,1.12,1.11789310759124,1.115,1.125,3.11,1277.69,17,0.182
"elk-363",29,1.11,1.10558626981344,1.105,1.115,-3.11,275,13,0.32596
"elk-363",30,0.54,0.537073784502651,0.535,0.545,-1.48,1269.35,17,0.16771
"elk-363",31,0.63,0.626443333430886,0.625,0.635,-3.08,1510.38,1,0
"elk-363",32,0.17,0.186303515801501,0.165,0.175,-2.73,1200.26,16,0.15811
"elk-363",33,6.73,6.1688747758404,6.725,6.735,-0.44,1333.46,17,0.15
"elk-363",34,0.14,0.137767920794356,0.135,0.145,-0.59,776.61,17,0.05
"elk-363",35,6.84,6.83956438671353,6.835,6.845,-2.46,650,16,0.14142
"elk-363",36,0.14,0.150901457912109,0.135,0.145,-2.41,548.29,16,0.46971
"elk-363",37,0.7,0.703635736727463,0.695,0.705,0.1,671.75,13,0.59266
"elk-363",38,3.44,3.43783914690609,3.435,3.445,-0.63,1320.98,17,0.16008
"elk-363",39,0.88,0.803661153720895,0.875,0.885,-1.91,445.11,17,0.03536
"elk-363",40,0.09,0.0961002081163199,0.085,0.095,2.74,550.57,17,0.28284
"elk-363",41,4.09,4.09473076037973,4.085,4.095,2.3,534.44,16,0.30208
"elk-363",42,0.41,0.410781267829973,0.405,0.415,-0.73,369.12,16,0.35532
"elk-363",43,2.02,1.85603562735202,2.015,2.025,-2.13,642.75,1,0
"elk-363",44,2.81,2.8139911158353,2.805,2.815,-0.31,1589.22,16,0.2136
"elk-363",45,0.18,0.177341478509682,0.175,0.185,1.51,430.12,17,0.025
"elk-363",46,0.09,0.100812945597279,0.085,0.095,1.37,413.82,17,0.0559
"elk-363",47,0.03,0.0254950975679639,0.025,0.035,-0.37,325,1,0
"elk-363",48,0.1,0.0976793222744712,0.095,0.105,0.6,316.23,1,0
"elk-363",49,0.35,0.339424881232947,0.345,0.355,2.22,206.16,1,0
"elk-363",50,0.15,0.146387328686605,0.145,0.155,0.9,442.3,17,0.03536
"elk-363",51,0.55,0.550992059833896,0.545,0.555,-1.45,585.77,16,0.17678
"elk-363",52,0.3,0.30216551755619,0.295,0.305,-1.1,730.15,19,0.29155
"elk-363",53,0.1,0.104235310715707,0.095,0.105,-1.11,618.47,16,0.2136
"elk-363",54,0.23,0.20944510020528,0.225,0.235,1.25,509.9,16,0.31325
"elk-363",55,0.21,0.208029445031226,0.205,0.215,-2.87,555.09,17,0.18028
"elk-363",56,0.17,0.174152232256724,0.165,0.175,-2.52,456.21,16,0.26926
"elk-363",57,0.62,0.615500812347149,0.615,0.625,2.08,625,17,0.28504
"elk-363",58,0.69,0.688021983660406,0.685,0.695,1.58,848.53,17,0.33354
"elk-363",59,0.96,0.958805115756064,0.955,0.965,1.35,425,17,0.03536
"elk-363",60,0.14,0.142688471853896,0.135,0.145,-3.03,0,20,0.3
"elk-363",61,0.56,0.559400572041181,0.555,0.565,-0.83,0,20,0.27951
"elk-363",62,2.85,2.85004719259173,2.845,2.855,0.08,215.06,16,0.125
"elk-363",63,0.59,0.588007653011421,0.585,0.595,-0.95,711.07,16,0.125
"elk-363",64,0.17,0.174977141364237,0.165,0.175,2.15,529.74,16,0.0559
"elk-363",65,4.09,4.08858410699841,4.085,4.095,-1.07,575.54,16,0.15811
"elk-363",66,4.12,4.46176694259124,4.115,4.125,-0.54,3522.25,17,0.20156
"elk-363",67,6.71,6.15596477004214,6.705,6.715,0.05,7420.12,13,0.16008
"elk-363",68,5.88,5.88108569908652,5.875,5.885,0.43,4553.36,16,0.5534
"elk-363",69,0.16,0.156841480482684,0.155,0.165,-0.57,2124.26,17,0.05
"elk-363",70,0.16,0.158455040942218,0.155,0.165,3,2012.46,17,0.125
"elk-363",71,0.11,0.112698713391059,0.105,0.115,2.61,2157.83,17,0.025
"elk-363",72,0.31,0.314758637689262,0.305,0.315,0.88,2046.03,17,0.09014
"elk-363",73,0.68,0.676601064143414,0.675,0.685,0.51,1852.36,14,0.15207
"elk-363",74,0.09,0.0864002314811714,0.085,0.095,-2.78,1786.76,16,0.27042
"elk-363",75,0.25,0.254163825120728,0.245,0.255,0.11,1779.22,16,0.27951
"elk-363",76,0.14,0.142618371888057,0.135,0.145,3.06,1690.04,17,0.2
"elk-363",77,0.77,0.773745597725764,0.765,0.775,2.46,1744.46,16,0.25125
"elk-363",78,0.25,0.250707498890639,0.245,0.255,2.77,2012.46,17,0.1118
"elk-363",79,0.35,0.353114712239521,0.345,0.355,0.64,1848.14,14,0.20616
"elk-363",80,0.29,0.289171229550936,0.285,0.295,-1.32,1811.77,17,0.07906
"elk-363",81,0.54,0.541114590451967,0.535,0.545,-3.13,1522.54,16,0.35089
"elk-363",82,0.25,0.254246435569901,0.245,0.255,-2.58,2046.03,1,0
"elk-363",83,0.27,0.270440381600086,0.265,0.275,-2.7,1852.36,16,0.12748
"elk-363",84,0.74,0.736842757988433,0.735,0.745,2.16,1969.77,17,0.025
"elk-363",85,0.29,0.29329336848964,0.285,0.295,-0.97,1253,16,0.51296
"elk-363",86,0.28,0.281767634763115,0.275,0.285,-3.05,1040.73,16,0.67315
"elk-363",87,0.79,0.788216499446694,0.785,0.795,-2.81,1263.43,16,0.54829
"elk-363",88,0.82,0.822976305855764,0.815,0.825,3.07,531.51,17,0.25
"elk-363",89,0.03,0.0343110769285955,0.025,0.035,-1.39,1277.69,17,0.47762
"elk-363",90,0.59,0.586135010044614,0.585,0.595,1.94,1269.35,17,0.4423
"elk-363",91,0.17,0.165614009069281,0.165,0.175,2.85,1823.63,16,0.09014
"elk-363",92,0.51,0.505541294060139,0.505,0.515,0.45,1666.21,16,0.2
"elk-363",93,0.13,0.125319591445233,0.125,0.135,-0.44,1185.33,17,0.37165
"elk-363",94,0.81,0.813059807148281,0.805,0.815,-0.93,1081.67,17,0.39131
"elk-363",95,1.24,1.23831377283789,1.235,1.245,-2.55,696.42,16,0.27951
"elk-363",96,0.13,0.134480481855175,0.125,0.135,-0.79,1777.99,17,0.1
"elk-363",97,0.26,0.258240198265104,0.255,0.265,-2.57,1817.97,16,0.15
"elk-363",98,0.19,0.193126901285139,0.185,0.195,2.33,1610.12,16,0.23717
"elk-363",99,0.25,0.246091954358528,0.245,0.255,0.96,1629.8,16,0.30414
"elk-363",100,0.06,0.064375849508958,0.055,0.065,2.36,1834.39,16,0.25
"elk-363",101,0.16,0.160078105935821,0.155,0.165,2.82,1833.71,16,0.19039
"elk-363",102,0.32,0.324779925488014,0.315,0.325,-3.05,1786.76,16,0.27042
"elk-363",103,0.62,0.619390829767442,0.615,0.625,1.69,1801.74,16,0.1118
"elk-363",104,2.33,2.33070740334346,2.325,2.335,1.17,1192.69,17,0.40697
"elk-363",105,0.29,0.286248144098787,0.285,0.295,-0.86,480.23,16,0.78142
"elk-363",106,0.29,0.293215364536035,0.285,0.295,2.85,213.6,16,0.50559
"elk-363",107,0.14,0.140844772710953,0.135,0.145,1.31,475,16,0.79451
"elk-363",108,2.63,2.63414597165761,2.625,2.635,-0.3,514.78,16,0.83104
"elk-363",109,0.37,0.365729749952065,0.365,0.375,-0.23,1700.74,17,0.14577
"elk-363",110,0.37,0.429660330959236,0.365,0.375,-2.53,1913.44,14,0.23585
"elk-363",111,2.9,2.89666187187942,2.895,2.905,-0.56,1891.59,16,0.05
"elk-363",112,0.32,0.322716981269967,0.315,0.325,1.35,158.11,13,0.45962
"elk-363",113,0.11,0.113463650567043,0.105,0.115,-2.91,250,16,0.6265
"elk-363",114,0.34,0.339916533872655,0.335,0.345,-1.06,200,16,0.53852
"elk-363",115,0.23,0.229371423677842,0.225,0.235,2.74,325,17,0.66191
"elk-363",116,0.26,0.256840904063196,0.255,0.265,0.51,206.16,13,0.50249
"elk-363",117,1.22,1.52365883648539,1.215,1.225,1.5,75,17,0.45894
"elk-363",118,14.12,10.6035634222652,14.115,14.125,-0.89,1230.09,16,0.03536
"elk-363",119,5.24,5.23815587778753,5.235,5.245,-0.59,2801.79,17,0.19526
"elk-363",120,2.14,2.67678164966812,2.135,2.145,0.49,1334.17,18,0.30516
"elk-363",121,6.42,4.80513457147664,6.415,6.425,-0.05,79.06,13,0.4
