"ID","family","joint","model","interval","state","certainty"
"elk-363","gamma",FALSE,"H2",117,2,0.802105128393044
"elk-363","gamma",FALSE,"H2",118,2,1
"elk-363","gamma",FALSE,"H2",119,2,0.999999989771257
"elk-363","gamma",FALSE,"H2",120,2,0.99850198365002
"elk-363","gamma",FALSE,"H2",121,2,0.999999999904289
"elk-363","gamma",FALSE,"H2",122,2,0.999999999999999
"elk-363","gamma",FALSE,"H2",123,2,0.596717328236161
"elk-363","gamma",FALSE,"H2",124,2,0.513772364765058
"elk-363","gamma",FALSE,"H2",125,2,0.662150691108407
"elk-363","gamma",FALSE,"H2",126,1,0.722622483199648
"elk-363","gamma",FALSE,"H2",127,1,0.800917656518756
"elk-363","gamma",FALSE,"H2",128,1,0.610379797607733
"elk-363","gamma",FALSE,"H2",129,1,0.776456716171937
"elk-363","gamma",FALSE,"H2",130,1,0.668181293127007
"elk-363","gamma",FALSE,"H2",131,2,0.994449670817787
"elk-363","gamma",FALSE,"H2",132,2,0.861999057463226
"elk-363","gamma",FALSE,"H2",133,2,0.866610335062589
"elk-363","gamma",FALSE,"H2",134,2,0.97011526662114
"elk-363","gamma",FALSE,"H2",135,2,0.909133165019362
"elk-363","gamma",FALSE,"H2",136,1,0.708578268264704
"elk-363","gamma",FALSE,"H2",137,1,0.854035736468268
"elk-363","gamma",FALSE,"H2",138,1,0.857219890908173
"elk-363","gamma",FALSE,"H2",139,1,0.774520773717413
"elk-363","gamma",FALSE,"H2",140,1,0.824380314588551
"elk-363","gamma",FALSE,"H2",141,1,0.646554630866782
"elk-363","gamma",FALSE,"H2",142,2,0.56603523657157
"elk-363","gamma",FALSE,"H2",143,2,0.674330346244844
"elk-363","gamma",FALSE,"H2",144,2,0.999999999664955
"elk-363","gamma",FALSE,"H2",145,1,0.594457949864483
"elk-363","gamma",FALSE,"H2",146,1,0.690899239935858
"elk-363","gamma",FALSE,"H2",147,1,0.768626405307426
"elk-363","gamma",FALSE,"H2",148,1,0.790102555882745
"elk-363","gamma",FALSE,"H2",149,1,0.812726091617977
"elk-363","gamma",FALSE,"H2",150,1,0.594823831814479
"elk-363","gamma",FALSE,"H2",151,1,0.561733537251856
"elk-363","gamma",FALSE,"H2",152,2,0.999999976434148
"elk-363","gamma",FALSE,"H2",153,2,0.991632264067597
"elk-363","gamma",FALSE,"H2",154,2,0.99999975475203
"elk-363","gamma",FALSE,"H2",155,1,0.664061708336919
"elk-363","gamma",FALSE,"H2",156,1,0.873263359542548
"elk-363","gamma",FALSE,"H2",157,1,0.913771214572585
"elk-363","gamma",FALSE,"H2",158,1,0.886972145592719
"elk-363","gamma",FALSE,"H2",159,1,0.91062346106387
"elk-363","gamma",FALSE,"H2",160,1,0.864798662927946
"elk-363","gamma",FALSE,"H2",161,1,0.71254923869627
"elk-363","gamma",FALSE,"H2",162,2,0.985161514432053
"elk-363","gamma",FALSE,"H2",163,1,0.731585946588907
"elk-363","gamma",FALSE,"H2",164,1,0.888698396264514
"elk-363","gamma",FALSE,"H2",165,1,0.905483230908788
"elk-363","gamma",FALSE,"H2",166,1,0.837175745192416
"elk-363","gamma",FALSE,"H2",167,1,0.807828601385145
"elk-363","gamma",FALSE,"H2",168,1,0.852152690284004
"elk-363","gamma",FALSE,"H2",169,1,0.703247093634202
"elk-363","gamma",FALSE,"H2",170,2,0.999999999982171
"elk-363","gamma",FALSE,"H2",171,2,1
"elk-363","gamma",FALSE,"H2",172,2,0.967040716044961
"elk-363","gamma",FALSE,"H2",173,2,0.541120568462462
"elk-363","gamma",FALSE,"H2",174,2,0.602117790588575
"elk-363","gamma",FALSE,"H2",175,2,0.649219622710559
"elk-363","gamma",FALSE,"H2",176,2,0.999999998740899
"elk-363","gamma",FALSE,"H2",177,1,0.683805279616445
"elk-363","gamma",FALSE,"H2",178,1,0.845404080541653
"elk-363","gamma",FALSE,"H2",179,1,0.89129789311108
"elk-363","gamma",FALSE,"H2",180,1,0.899324670325559
"elk-363","gamma",FALSE,"H2",181,1,0.808405002574862
"elk-363","gamma",FALSE,"H2",182,1,0.529753773705198
"elk-363","gamma",FALSE,"H2",183,2,0.999965700840298
"elk-363","gamma",FALSE,"H2",184,2,0.705209190375168
"elk-363","gamma",FALSE,"H2",185,2,0.998421185761298
"elk-363","gamma",FALSE,"H2",186,2,0.990471625417956
"elk-363","gamma",FALSE,"H2",187,2,0.673938810650292
"elk-363","gamma",FALSE,"H2",188,1,0.719189019282875
"elk-363","gamma",FALSE,"H2",189,1,0.776953964678393
"elk-363","gamma",FALSE,"H2",190,1,0.543842846813985
"elk-363","gamma",FALSE,"H2",191,1,0.54273451523113
"elk-363","gamma",FALSE,"H2",192,2,0.996479157143299
"elk-363","gamma",FALSE,"H2",193,1,0.675564265140196
"elk-363","gamma",FALSE,"H2",194,1,0.854907030303054
"elk-363","gamma",FALSE,"H2",195,1,0.908926225976758
"elk-363","gamma",FALSE,"H2",196,1,0.894865538443408
"elk-363","gamma",FALSE,"H2",197,1,0.80645716513872
"elk-363","gamma",FALSE,"H2",198,1,0.86835938568243
"elk-363","gamma",FALSE,"H2",199,1,0.877501269812033
"elk-363","gamma",FALSE,"H2",200,1,0.925610805792219
"elk-363","gamma",FALSE,"H2",201,1,0.920011429874562
"elk-363","gamma",FALSE,"H2",202,1,0.84847382590734
"elk-363","gamma",FALSE,"H2",203,1,0.613966499271288
"elk-363","gamma",FALSE,"H2",204,1,0.84830624570835
"elk-363","gamma",FALSE,"H2",205,1,0.86695201535475
"elk-363","gamma",FALSE,"H2",206,1,0.729307512726324
"elk-363","gamma",FALSE,"H2",207,2,0.941366518804132
"elk-363","gamma",FALSE,"H2",208,2,0.926821218055994
"elk-363","gamma",FALSE,"H2",209,2,0.920974297827371
"elk-363","gamma",FALSE,"H2",210,2,0.912993644107076
"elk-363","gamma",FALSE,"H2",211,2,0.888094148222195
"elk-363","gamma",FALSE,"H2",212,2,0.986886305366918
"elk-363","gamma",FALSE,"H2",213,2,0.988967945211236
"elk-363","gamma",FALSE,"H2",214,2,0.931289240270057
"elk-363","gamma",FALSE,"H2",215,2,0.885550494054136
"elk-363","gamma",FALSE,"H2",216,2,0.767015247989218
"elk-363","gamma",FALSE,"H2",217,2,0.675280444624251
"elk-363","gamma",FALSE,"H3",1,2,0.999979336501216
"elk-363","gamma",FALSE,"H3",2,2,0.950411214516544
"elk-363","gamma",FALSE,"H3",3,2,0.878229055846392
"elk-363","gamma",FALSE,"H3",4,3,0.861767410179105
"elk-363","gamma",FALSE,"H3",5,2,0.7650023505899
"elk-363","gamma",FALSE,"H3",6,3,0.705556045627337
"elk-363","gamma",FALSE,"H3",7,2,0.805982651586456
"elk-363","gamma",FALSE,"H3",8,2,0.934808839539818
"elk-363","gamma",FALSE,"H3",9,2,0.928251791278589
"elk-363","gamma",FALSE,"H3",10,2,0.719966979423571
"elk-363","gamma",FALSE,"H3",11,2,0.785708519472372
"elk-363","gamma",FALSE,"H3",12,3,0.969214856075392
"elk-363","gamma",FALSE,"H3",13,2,0.595149061082099
"elk-363","gamma",FALSE,"H3",14,2,0.74135656642986
"elk-363","gamma",FALSE,"H3",15,2,0.825942802824886
"elk-363","gamma",FALSE,"H3",16,2,0.784608561544556
"elk-363","gamma",FALSE,"H3",17,2,0.894609215471961
"elk-363","gamma",FALSE,"H3",18,2,0.545478765683185
"elk-363","gamma",FALSE,"H3",19,2,0.762669563543703
"elk-363","gamma",FALSE,"H3",20,3,0.732842174507012
"elk-363","gamma",FALSE,"H3",21,2,0.845375766281289
"elk-363","gamma",FALSE,"H3",22,2,0.85814745858171
"elk-363","gamma",FALSE,"H3",23,2,0.803082149309935
"elk-363","gamma",FALSE,"H3",24,2,0.798417421204571
"elk-363","gamma",FALSE,"H3",25,2,0.873257784652895
"elk-363","gamma",FALSE,"H3",26,2,0.860067464308587
"elk-363","gamma",FALSE,"H3",27,2,0.873531008122104
"elk-363","gamma",FALSE,"H3",28,3,0.57709726290962
"elk-363","gamma",FALSE,"H3",29,3,0.586067370621839
"elk-363","gamma",FALSE,"H3",30,2,0.796902434203149
"elk-363","gamma",FALSE,"H3",31,2,0.837691972234315
"elk-363","gamma",FALSE,"H3",32,2,0.859900911598821
"elk-363","gamma",FALSE,"H3",33,3,0.99999999958751
"elk-363","gamma",FALSE,"H3",34,2,0.692699880231044
"elk-363","gamma",FALSE,"H3",35,3,0.999999999743248
"elk-363","gamma",FALSE,"H3",36,2,0.816550332064973
"elk-363","gamma",FALSE,"H3",37,2,0.612054934170719
"elk-363","gamma",FALSE,"H3",38,3,0.999886818877824
"elk-363","gamma",FALSE,"H3",39,2,0.540064363378964
"elk-363","gamma",FALSE,"H3",40,2,0.781287271413401
"elk-363","gamma",FALSE,"H3",41,3,0.999988165348895
"elk-363","gamma",FALSE,"H3",42,2,0.572231134052156
"elk-363","gamma",FALSE,"H3",43,3,0.988677813719151
"elk-363","gamma",FALSE,"H3",44,3,0.999241123166442
"elk-363","gamma",FALSE,"H3",45,2,0.882960244513007
"elk-363","gamma",FALSE,"H3",46,2,0.955292524967223
"elk-363","gamma",FALSE,"H3",47,2,0.948685565378031
"elk-363","gamma",FALSE,"H3",48,2,0.961347822488752
"elk-363","gamma",FALSE,"H3",49,2,0.948437000169545
"elk-363","gamma",FALSE,"H3",50,2,0.958554324521961
"elk-363","gamma",FALSE,"H3",51,2,0.910936631074418
"elk-363","gamma",FALSE,"H3",52,2,0.949398508719082
"elk-363","gamma",FALSE,"H3",53,2,0.962384127938611
"elk-363","gamma",FALSE,"H3",54,2,0.960160091071086
"elk-363","gamma",FALSE,"H3",55,2,0.960711130520242
"elk-363","gamma",FALSE,"H3",56,2,0.954819319734814
"elk-363","gamma",FALSE,"H3",57,2,0.859459934230921
"elk-363","gamma",FALSE,"H3",58,2,0.782899543601559
"elk-363","gamma",FALSE,"H3",59,2,0.668253127545804
"elk-363","gamma",FALSE,"H3",60,2,0.913172451024642
"elk-363","gamma",FALSE,"H3",61,2,0.735903675189698
"elk-363","gamma",FALSE,"H3",62,3,0.998376382842957
"elk-363","gamma",FALSE,"H3",63,2,0.692173736966199
"elk-363","gamma",FALSE,"H3",64,2,0.83010504169858
"elk-363","gamma",FALSE,"H3",65,3,0.999995240113372
"elk-363","gamma",FALSE,"H3",66,3,0.999998722126169
"elk-363","gamma",FALSE,"H3",67,3,0.999999999955048
"elk-363","gamma",FALSE,"H3",68,3,0.999999995781884
"elk-363","gamma",FALSE,"H3",69,2,0.885306475532564
"elk-363","gamma",FALSE,"H3",70,2,0.957417687670038
"elk-363","gamma",FALSE,"H3",71,2,0.962061389855253
"elk-363","gamma",FALSE,"H3",72,2,0.944189028679029
"elk-363","gamma",FALSE,"H3",73,2,0.870562104425878
"elk-363","gamma",FALSE,"H3",74,2,0.955081904455715
"elk-363","gamma",FALSE,"H3",75,2,0.957377107071324
"elk-363","gamma",FALSE,"H3",76,2,0.95331482592388
"elk-363","gamma",FALSE,"H3",77,2,0.83441054775106
"elk-363","gamma",FALSE,"H3",78,2,0.945433697874059
"elk-363","gamma",FALSE,"H3",79,2,0.945601751491288
"elk-363","gamma",FALSE,"H3",80,2,0.948821385731938
"elk-363","gamma",FALSE,"H3",81,2,0.912276125457717
"elk-363","gamma",FALSE,"H3",82,2,0.952628895997932
"elk-363","gamma",FALSE,"H3",83,2,0.945102868062498
"elk-363","gamma",FALSE,"H3",84,2,0.844312439506817
"elk-363","gamma",FALSE,"H3",85,2,0.940889695870925
"elk-363","gamma",FALSE,"H3",86,2,0.935580129988422
"elk-363","gamma",FALSE,"H3",87,2,0.772185076604564
"elk-363","gamma",FALSE,"H3",88,2,0.755101620314014
"elk-363","gamma",FALSE,"H3",89,2,0.917532684083103
"elk-363","gamma",FALSE,"H3",90,2,0.893912990301403
"elk-363","gamma",FALSE,"H3",91,2,0.953651051318221
"elk-363","gamma",FALSE,"H3",92,2,0.91726151912029
"elk-363","gamma",FALSE,"H3",93,2,0.935566213131531
"elk-363","gamma",FALSE,"H3",94,2,0.673430671749314
"elk-363","gamma",FALSE,"H3",95,2,0.581143483282872
"elk-363","gamma",FALSE,"H3",96,2,0.9194699327323
"elk-363","gamma",FALSE,"H3",97,2,0.954050338461403
"elk-363","gamma",FALSE,"H3",98,2,0.961565116813387
"elk-363","gamma",FALSE,"H3",99,2,0.958518099935414
"elk-363","gamma",FALSE,"H3",100,2,0.959305156946949
"elk-363","gamma",FALSE,"H3",101,2,0.960464597632602
"elk-363","gamma",FALSE,"H3",102,2,0.925775951066817
"elk-363","gamma",FALSE,"H3",103,2,0.705011992063571
"elk-363","gamma",FALSE,"H3",104,3,0.986633462807067
"elk-363","gamma",FALSE,"H3",105,2,0.858313236675617
"elk-363","gamma",FALSE,"H3",106,2,0.936284797163089
"elk-363","gamma",FALSE,"H3",107,2,0.882545264019766
"elk-363","gamma",FALSE,"H3",108,3,0.995274666224052
"elk-363","gamma",FALSE,"H3",109,2,0.797289072966231
"elk-363","gamma",FALSE,"H3",110,2,0.796964367906055
"elk-363","gamma",FALSE,"H3",111,3,0.998371864593939
"elk-363","gamma",FALSE,"H3",112,2,0.852713661890681
"elk-363","gamma",FALSE,"H3",113,2,0.953723068832124
"elk-363","gamma",FALSE,"H3",114,2,0.948164299630984
"elk-363","gamma",FALSE,"H3",115,2,0.952469680500704
"elk-363","gamma",FALSE,"H3",116,2,0.889197494629632
"elk-363","gamma",FALSE,"H3",117,3,0.770314346912601
"elk-363","gamma",FALSE,"H3",118,3,1
"elk-363","gamma",FALSE,"H3",119,3,0.999999984489982
"elk-363","gamma",FALSE,"H3",120,3,0.997207336317174
"elk-363","gamma",FALSE,"H3",121,3,0.999999999856399
"elk-363","gamma",FALSE,"H3",122,3,0.999999999999999
"elk-363","gamma",FALSE,"H3",123,2,0.593977555004536
"elk-363","gamma",FALSE,"H3",124,2,0.647254338758252
"elk-363","gamma",FALSE,"H3",125,3,0.678198225379015
"elk-363","gamma",FALSE,"H3",126,2,0.827776676683608
"elk-363","gamma",FALSE,"H3",127,2,0.904622721688071
"elk-363","gamma",FALSE,"H3",128,2,0.594351015899437
"elk-363","gamma",FALSE,"H3",129,2,0.917737420231006
"elk-363","gamma",FALSE,"H3",130,2,0.844502292590204
"elk-363","gamma",FALSE,"H3",131,3,0.995202052896835
"elk-363","gamma",FALSE,"H3",132,3,0.728683409681156
"elk-363","gamma",FALSE,"H3",133,3,0.744678903684037
"elk-363","gamma",FALSE,"H3",134,3,0.957985682163776
"elk-363","gamma",FALSE,"H3",135,3,0.897658606338303
"elk-363","gamma",FALSE,"H3",136,2,0.894134122025743
"elk-363","gamma",FALSE,"H3",137,2,0.955104810244591
"elk-363","gamma",FALSE,"H3",138,2,0.922794632178319
"elk-363","gamma",FALSE,"H3",139,2,0.942348006597156
"elk-363","gamma",FALSE,"H3",140,2,0.936720059335084
"elk-363","gamma",FALSE,"H3",141,2,0.820577966058446
"elk-363","gamma",FALSE,"H3",142,2,0.906305354667526
"elk-363","gamma",FALSE,"H3",143,2,0.847402898855085
"elk-363","gamma",FALSE,"H3",144,3,0.999999999696207
"elk-363","gamma",FALSE,"H3",145,2,0.853615562956519
"elk-363","gamma",FALSE,"H3",146,2,0.794897799857286
"elk-363","gamma",FALSE,"H3",147,2,0.848417357991151
"elk-363","gamma",FALSE,"H3",148,2,0.945034642733419
"elk-363","gamma",FALSE,"H3",149,2,0.943709005170487
"elk-363","gamma",FALSE,"H3",150,2,0.920473697522583
"elk-363","gamma",FALSE,"H3",151,2,0.820298705554079
"elk-363","gamma",FALSE,"H3",152,3,0.999999977861296
"elk-363","gamma",FALSE,"H3",153,3,0.98309152725411
"elk-363","gamma",FALSE,"H3",154,3,0.999999785878817
"elk-363","gamma",FALSE,"H3",155,2,0.884918303371657
"elk-363","gamma",FALSE,"H3",156,2,0.956625588143618
"elk-363","gamma",FALSE,"H3",157,2,0.962336129244981
"elk-363","gamma",FALSE,"H3",158,2,0.959853154714888
"elk-363","gamma",FALSE,"H3",159,2,0.962801176643518
"elk-363","gamma",FALSE,"H3",160,2,0.957658934365142
"elk-363","gamma",FALSE,"H3",161,2,0.884011866448757
"elk-363","gamma",FALSE,"H3",162,3,0.992319516775248
"elk-363","gamma",FALSE,"H3",163,2,0.873329772575373
"elk-363","gamma",FALSE,"H3",164,2,0.953185325518579
"elk-363","gamma",FALSE,"H3",165,2,0.961787161514438
"elk-363","gamma",FALSE,"H3",166,2,0.956715027566274
"elk-363","gamma",FALSE,"H3",167,2,0.952592543847103
"elk-363","gamma",FALSE,"H3",168,2,0.948635591922334
"elk-363","gamma",FALSE,"H3",169,2,0.881526626062476
"elk-363","gamma",FALSE,"H3",170,3,0.999999999985196
"elk-363","gamma",FALSE,"H3",171,3,1
"elk-363","gamma",FALSE,"H3",172,2,0.598618076154677
"elk-363","gamma",FALSE,"H3",173,2,0.932553151049313
"elk-363","gamma",FALSE,"H3",174,2,0.95039517965464
"elk-363","gamma",FALSE,"H3",175,2,0.843891121453837
"elk-363","gamma",FALSE,"H3",176,3,0.99999999901336
"elk-363","gamma",FALSE,"H3",177,2,0.886457995133797
"elk-363","gamma",FALSE,"H3",178,2,0.957530702878477
"elk-363","gamma",FALSE,"H3",179,2,0.963246160429444
"elk-363","gamma",FALSE,"H3",180,2,0.962563654024157
"elk-363","gamma",FALSE,"H3",181,2,0.955950303114735
"elk-363","gamma",FALSE,"H3",182,2,0.867776873671661
"elk-363","gamma",FALSE,"H3",183,3,0.999967511524137
"elk-363","gamma",FALSE,"H3",184,2,0.642711741333601
"elk-363","gamma",FALSE,"H3",185,3,0.997604299029422
"elk-363","gamma",FALSE,"H3",186,3,0.982653022539617
"elk-363","gamma",FALSE,"H3",187,2,0.821705305991981
"elk-363","gamma",FALSE,"H3",188,2,0.948167995994914
"elk-363","gamma",FALSE,"H3",189,2,0.916173801755654
"elk-363","gamma",FALSE,"H3",190,2,0.629812547616958
"elk-363","gamma",FALSE,"H3",191,2,0.819783050313851
"elk-363","gamma",FALSE,"H3",192,3,0.997762582015065
"elk-363","gamma",FALSE,"H3",193,2,0.886773634694596
"elk-363","gamma",FALSE,"H3",194,2,0.957937504021714
"elk-363","gamma",FALSE,"H3",195,2,0.963411495499523
"elk-363","gamma",FALSE,"H3",196,2,0.963213772424465
"elk-363","gamma",FALSE,"H3",197,2,0.949593108954678
"elk-363","gamma",FALSE,"H3",198,2,0.961819425991149
"elk-363","gamma",FALSE,"H3",199,2,0.959447903533079
"elk-363","gamma",FALSE,"H3",200,2,0.958760411735646
"elk-363","gamma",FALSE,"H3",201,2,0.955801986273583
"elk-363","gamma",FALSE,"H3",202,2,0.960012008459273
"elk-363","gamma",FALSE,"H3",203,2,0.918482779820219
"elk-363","gamma",FALSE,"H3",204,2,0.957695582855669
"elk-363","gamma",FALSE,"H3",205,2,0.95473982261401
"elk-363","gamma",FALSE,"H3",206,2,0.999454797689794
"elk-363","gamma",FALSE,"H3",207,1,0.987298264052379
"elk-363","gamma",FALSE,"H3",208,1,0.999714912173325
"elk-363","gamma",FALSE,"H3",209,1,0.999993990692616
"elk-363","gamma",FALSE,"H3",210,1,0.999999866539725
"elk-363","gamma",FALSE,"H3",211,1,0.999999988585266
"elk-363","gamma",FALSE,"H3",212,1,0.999999999770137
"elk-363","gamma",FALSE,"H3",213,1,0.999999999915672
"elk-363","gamma",FALSE,"H3",214,1,0.99999999986675
"elk-363","gamma",FALSE,"H3",215,1,0.999999999373686
"elk-363","gamma",FALSE,"H3",216,1,0.999999980328186
"elk-363","gamma",FALSE,"H3",217,1,0.999999721233567
"elk-115","gamma",TRUE,"M21",1,1,0.999999968866838
"elk-115","gamma",TRUE,"M21",2,2,0.781157362996373
"elk-115","gamma",TRUE,"M21",3,2,0.997119724304202
"elk-115","gamma",TRUE,"M21",4,2,0.996324443394114
"elk-115","gamma",TRUE,"M21",5,2,0.52641121884717
"elk-115","gamma",TRUE,"M21",6,1,0.999999292138474
"elk-115","gamma",TRUE,"M21",7,2,0.995881709735395
"elk-115","gamma",TRUE,"M21",8,2,0.999963346400352
"elk-115","gamma",TRUE,"M21",9,2,0.999970510078829
"elk-115","gamma",TRUE,"M21",10,2,0.999937244418528
"elk-115","gamma",TRUE,"M21",11,2,0.999907715787709
"elk-115","gamma",TRUE,"M21",12,2,0.998332179859222
"elk-115","gamma",TRUE,"M21",13,2,0.999897954383054
"elk-115","gamma",TRUE,"M21",14,2,0.999807342526412
"elk-115","gamma",TRUE,"M21",15,2,0.999177815362816
"elk-115","gamma",TRUE,"M21",16,2,0.99993126571856
"elk-115","gamma",TRUE,"M21",17,2,0.999937253536929
"elk-115","gamma",TRUE,"M21",18,2,0.999766987309744
"elk-115","gamma",TRUE,"M21",19,2,0.999902523056365
"elk-115","gamma",TRUE,"M21",20,2,0.999955548643707
"elk-115","gamma",TRUE,"M21",21,2,0.999838633305019
"elk-115","gamma",TRUE,"M21",22,2,0.999847142706878
"elk-115","gamma",TRUE,"M21",23,2,0.999615900376016
"elk-115","gamma",TRUE,"M21",24,2,0.999976808048958
"elk-115","gamma",TRUE,"M21",25,2,0.99994655608181
"elk-115","gamma",TRUE,"M21",26,2,0.999240504838107
"elk-115","gamma",TRUE,"M21",27,2,0.999486876206871
"elk-115","gamma",TRUE,"M21",28,2,0.999391791844231
"elk-115","gamma",TRUE,"M21",29,2,0.999853297125067
"elk-115","gamma",TRUE,"M21",30,2,0.999638621412711
"elk-115","gamma",TRUE,"M21",31,2,0.999785971588359
"elk-115","gamma",TRUE,"M21",32,2,0.999518442649761
"elk-115","gamma",TRUE,"M21",33,2,0.999703267177954
"elk-115","gamma",TRUE,"M21",34,2,0.99935972836453
"elk-115","gamma",TRUE,"M21",35,2,0.999695020280796
"elk-115","gamma",TRUE,"M21",36,2,0.999113481169728
"elk-115","gamma",TRUE,"M21",37,2,0.999957927427422
"elk-115","gamma",TRUE,"M21",38,2,0.999683811916151
"elk-115","gamma",TRUE,"M21",39,2,0.872128403765304
"elk-115","gamma",TRUE,"M21",40,2,0.99946470272505
"elk-115","gamma",TRUE,"M21",41,2,0.999699646349809
"elk-115","gamma",TRUE,"M21",42,2,0.973366680035491
"elk-115","gamma",TRUE,"M21",43,2,0.999024653447312
"elk-115","gamma",TRUE,"M21",44,2,0.999736896637479
"elk-115","gamma",TRUE,"M21",45,2,0.998486047486096
"elk-115","gamma",TRUE,"M21",46,2,0.99818748975565
"elk-115","gamma",TRUE,"M21",47,2,0.974931160932553
"elk-115","gamma",TRUE,"M21",48,2,0.999907956060714
"elk-115","gamma",TRUE,"M21",49,2,0.999702991386214
"elk-115","gamma",TRUE,"M21",50,2,0.999952061064244
"elk-115","gamma",TRUE,"M21",51,2,0.999706862699703
"elk-115","gamma",TRUE,"M21",52,2,0.999575104123556
"elk-115","gamma",TRUE,"M21",53,2,0.991737641574404
"elk-115","gamma",TRUE,"M21",54,2,0.977281809648882
"elk-115","gamma",TRUE,"M21",55,2,0.999232921127406
"elk-115","gamma",TRUE,"M21",56,2,0.997221855586838
"elk-115","gamma",TRUE,"M21",57,2,0.999490522937386
"elk-115","gamma",TRUE,"M21",58,2,0.999847850490099
"elk-115","gamma",TRUE,"M21",59,2,0.999109145999811
"elk-115","gamma",TRUE,"M21",60,2,0.995051578349615
"elk-115","gamma",TRUE,"M21",61,2,0.99913080833331
"elk-115","gamma",TRUE,"M21",62,2,0.969115923358813
"elk-115","gamma",TRUE,"M21",63,2,0.97119246090244
"elk-115","gamma",TRUE,"M21",64,2,0.96170722755069
"elk-115","gamma",TRUE,"M21",65,2,0.997449193540238
"elk-115","gamma",TRUE,"M21",66,2,0.967209715367175
"elk-115","gamma",TRUE,"M21",67,2,0.998830636775615
"elk-115","gamma",TRUE,"M21",68,2,0.994326449953999
"elk-115","gamma",TRUE,"M21",69,2,0.697912637642654
"elk-115","gamma",TRUE,"M21",70,2,0.824439454550542
"elk-115","gamma",TRUE,"M21",71,1,0.999883705203721
"elk-115","gamma",TRUE,"M21",72,1,0.999974644721319
"elk-115","gamma",TRUE,"M21",73,2,0.99603302489161
"elk-115","gamma",TRUE,"M21",74,2,0.999792652263576
"elk-115","gamma",TRUE,"M21",75,2,0.999788020121873
"elk-115","gamma",TRUE,"M21",76,2,0.997225222295208
"elk-115","gamma",TRUE,"M21",77,1,0.664729687689002
"elk-115","gamma",TRUE,"M21",78,1,0.97991623322799
"elk-115","gamma",TRUE,"M21",79,1,0.997508770305856
"elk-115","gamma",TRUE,"M21",80,1,0.998535639920426
"elk-115","gamma",TRUE,"M21",81,1,0.99787395387737
"elk-115","gamma",TRUE,"M21",82,1,0.990126726699094
"elk-115","gamma",TRUE,"M21",83,1,0.999975527848494
"elk-115","gamma",TRUE,"M21",84,2,0.919140137781669
"elk-115","gamma",TRUE,"M21",85,2,0.895177491598193
"elk-115","gamma",TRUE,"M21",86,2,0.99320212370519
"elk-115","gamma",TRUE,"M21",87,2,0.999759564085999
"elk-115","gamma",TRUE,"M21",88,2,0.997418810904931
"elk-115","gamma",TRUE,"M21",89,2,0.998751031349836
"elk-115","gamma",TRUE,"M21",90,2,0.999561405415697
"elk-115","gamma",TRUE,"M21",91,2,0.99673630601865
"elk-115","gamma",TRUE,"M21",92,2,0.983963559610967
"elk-115","gamma",TRUE,"M21",93,2,0.998525268985686
"elk-115","gamma",TRUE,"M21",94,2,0.977381615475305
"elk-115","gamma",TRUE,"M21",95,2,0.99755197035528
"elk-115","gamma",TRUE,"M21",96,2,0.876623221956598
"elk-115","gamma",TRUE,"M21",97,2,0.999415156970192
"elk-115","gamma",TRUE,"M21",98,2,0.998317985568833
"elk-115","gamma",TRUE,"M21",99,1,0.619794471302003
"elk-115","gamma",TRUE,"M21",100,1,0.951383279958548
"elk-115","gamma",TRUE,"M21",101,1,0.99999999969588
"elk-115","gamma",TRUE,"M21",102,1,0.954939947770965
"elk-115","gamma",TRUE,"M21",103,1,0.962141939643014
"elk-115","gamma",TRUE,"M21",104,1,0.987269978157862
"elk-115","gamma",TRUE,"M21",105,1,0.990356336716923
"elk-115","gamma",TRUE,"M21",106,1,0.977451313972508
"elk-115","gamma",TRUE,"M21",107,2,0.997201175340602
"elk-115","gamma",TRUE,"M21",108,2,0.999264478051926
"elk-115","gamma",TRUE,"M21",109,2,0.998801465328632
"elk-115","gamma",TRUE,"M21",110,2,0.982960584371619
"elk-115","gamma",TRUE,"M21",111,2,0.995242216593091
"elk-115","gamma",TRUE,"M21",112,2,0.95348436071277
"elk-115","gamma",TRUE,"M21",113,2,0.575015429208479
"elk-115","gamma",TRUE,"M21",114,1,0.987878952692468
"elk-115","gamma",TRUE,"M21",115,1,0.970153940042863
"elk-115","gamma",TRUE,"M21",116,1,0.999032455268206
"elk-115","gamma",TRUE,"M21",117,1,0.999989269770844
"elk-115","gamma",TRUE,"M21",118,2,0.960331576517339
"elk-115","gamma",TRUE,"M21",119,2,0.999479612821111
"elk-115","gamma",TRUE,"M21",120,2,0.964024210195625
"elk-115","gamma",TRUE,"M21",121,2,0.966701915376194
"elk-115","gamma",TRUE,"M21",122,2,0.998892649009938
"elk-115","gamma",TRUE,"M21",123,2,0.999771317017213
"elk-115","gamma",TRUE,"M21",124,2,0.99664787861413
"elk-115","gamma",TRUE,"M21",125,2,0.988152042294125
"elk-115","gamma",TRUE,"M21",126,1,0.84388593242785
"elk-115","gamma",TRUE,"M21",127,1,0.999986286955195
"elk-115","gamma",TRUE,"M21",128,1,0.99994433178876
"elk-115","gamma",TRUE,"M21",129,1,0.999993845133226
"elk-115","gamma",TRUE,"M21",130,1,0.998988916120712
"elk-115","gamma",TRUE,"M21",131,1,0.997707010369793
"elk-115","gamma",TRUE,"M21",132,1,0.996045581495009
"elk-115","gamma",TRUE,"M21",133,1,0.999972460851856
