cell_line,chromosome,start,end,copy_ratio,p_value,normal_count,tumor_count
HCC1954,11,39940192,44939708,0.652,4.67e-52,25668,21610
HCC1954,11,44940051,46481661,0.816,0.0,11629,12255
HCC1954,11,46481732,46594702,0.453,4.55e-21,526,308
HCC1954,11,46594808,47354314,0.809,0.0,4591,4798
HCC1954,11,47354791,57588297,0.997,0.0,17837,22969
HCC1954,11,57588402,60257861,1.16,0.0,11266,16889
HCC1954,11,60258103,63692597,1.005,2.34e-21,22931,29775
HCC1954,11,63692764,65307554,1.165,0.0,13352,20091
HCC1954,11,65307912,68585312,0.784,6.07e-156,21768,22045
HCC1954,11,68585593,68633762,1.861,0.0,506,1217
HCC1954,11,68633774,68680509,3.962,0.0,445,2278
HCC1954,11,68680535,69160660,5.102,2.07e-06,4388,28932
HCC1954,11,69160692,69320163,4.06,2.39e-11,1274,6683
HCC1954,11,69320225,70355230,2.049,9.47e-86,7822,20709
HCC1954,11,70355353,72052722,0.961,0.0,9920,12312
HCC1954,11,72052798,72817618,0.616,3.85e-84,5859,4661
HCC1954,11,72817966,78325811,1.079,0.0,34537,48172
HCC1954,11,78326255,84434691,1.142,1.4e-07,26710,39398
HCC1954,11,84435061,84831963,1.679,0.0,1542,3345
HCC1954,11,84832174,87667152,1.165,2.01e-26,13363,20111
HCC1954,11,87667518,87850751,2.44,0.0,799,2519
HCC1954,11,87850812,90189729,1.125,4.74e-59,5630,8185
HCC1954,11,90189959,91064039,1.45,0.0,3116,5840
HCC1954,11,91064217,91351501,1.12,9.43e-11,1441,2085
HCC1954,11,91351730,91466635,1.9,1.2e-14,442,1085
HCC1954,11,91469605,92218551,1.331,1.09e-08,4378,7532
HCC1954,11,92218632,93704876,1.181,8.34e-07,7312,11157
HCC1954,11,93704966,94452680,2.535,0.0,4252,13928
HCC1954,11,94452736,94622176,3.867,0.0,1024,5117
HCC1954,11,94622291,96624428,1.344,1.31e-153,9893,17183
HCC1954,11,96624601,97183200,1.117,7.45e-10,2139,3087
HCC1954,11,97183528,101303484,1.531,0.0,16043,31743
HCC1954,11,101303690,103498004,2.559,0.0,10366,34277
HCC1954,11,103498294,112757632,0.675,0.0,45980,40111
HCC1954,11,112757841,132555088,0.64,3.86e-11,132732,109818
HCC1954,11,132555237,134452383,0.591,6.05e-09,12943,9888
HCC1954,12,1,4844278,1.223,1.0,29581,46738
HCC1954,12,4844533,5883536,1.396,6.66e-16,7592,13692
HCC1954,12,5883567,9076383,1.224,2.49e-13,14728,23302
HCC1954,12,9076612,20764841,0.467,0.0,53045,32007
HCC1954,12,20766135,22786345,0.371,9.71e-26,6203,2971
HCC1954,12,22786472,33473810,0.449,0.0,49635,28825
HCC1954,12,33474062,33918329,1.737,0.0,1584,3556
HCC1954,12,33918410,38611602,0.785,1.32e-100,7161,7263
HCC1954,12,38612126,38715102,1.912,0.0,487,1203
HCC1954,12,38715118,39621385,3.9,0.0,3988,20096
HCC1954,12,39621628,40284455,3.102,8.87e-18,3011,12071
HCC1954,12,40284942,44050839,2.61,1.19e-14,17149,57827
HCC1954,12,44056979,49908164,0.742,0.0,31499,30218
HCC1954,12,49908492,50151593,0.942,1.89e-10,1517,1847
HCC1954,12,50151866,56219787,0.711,6.82e-14,39457,36229
HCC1954,12,56220134,92744782,0.783,0.0,157211,159080
HCC1954,12,92744831,92831156,0.59,1.65e-06,567,432
HCC1954,12,92833204,97555034,0.769,1.01e-05,24415,24257
HCC1954,12,97555926,97901975,0.491,5.41e-42,2020,1282
HCC1954,12,97902591,98796367,0.754,0.0,3671,3575
HCC1954,12,98796501,99155841,0.445,7.43e-32,1526,878
HCC1954,12,99156930,110063898,0.731,0.0,64924,61298
HCC1954,12,110064642,110385866,0.63,2.07e-07,2628,2139
HCC1954,12,110386856,118322881,0.727,6.69e-07,50089,47041
HCC1954,12,118323075,132349533,0.695,2.36e-08,86820,77922
HCC1954,13,1,31495230,0.837,1.0,68377,73941
HCC1954,13,31495546,54119798,0.873,2.81e-10,112923,127368
HCC1954,13,54120357,65356124,0.821,3.32e-14,38167,40465
HCC1954,13,65356204,66090974,0.706,1.53e-08,2999,2737
HCC1954,13,66091393,108325144,0.86,8.44e-15,184668,205228
HCC1954,13,108325240,111908512,0.813,1.23e-08,21865,22971
HCC1954,13,111909106,114142979,0.745,9.21e-09,14319,13790
HCC1954,14,1,22857915,1.262,1.0,13157,21450
HCC1954,14,22858094,30505492,1.126,6.58e-18,34207,49753
HCC1954,14,30505643,37111831,1.327,0.0,30769,52760
HCC1954,14,37111898,61510838,0.92,0.0,106941,127180
HCC1954,14,61510896,63036380,1.009,2.62e-08,7108,9271
HCC1954,14,63036572,76802878,0.889,4.73e-14,83394,95791
HCC1954,14,76803197,88801623,0.921,2.18e-06,57286,68148
HCC1954,14,88801677,102582141,0.868,1.85e-16,96016,107628
HCC1954,14,102582544,106368584,0.78,8.67e-23,19880,20048
HCC1954,15,1,22720348,0.875,1.0,3752,4240
HCC1954,15,22720418,23605472,1.091,1.6e-14,5005,7054
HCC1954,15,23605533,24545582,1.542,0.0,5271,10503
HCC1954,15,24545680,25353607,2.736,0.0,3534,12494
HCC1954,15,25353717,29446176,0.768,0.0,15268,15160
HCC1954,15,29446349,38012712,0.876,0.0,36053,40824
HCC1954,15,38012851,39209533,0.803,2.04e-07,8202,8509
HCC1954,15,39209975,39580779,1.255,0.0,1507,2443
HCC1954,15,39580949,40015182,0.754,7.52e-33,3101,3023
HCC1954,15,40015704,62740852,0.858,2.72e-07,116935,129696
HCC1954,15,62741120,94522020,0.818,2.88e-20,187440,198206
HCC1954,15,94522460,94869543,1.183,0.0,2134,3262
HCC1954,15,94869566,100338914,0.818,1.25e-32,30929,32700
HCC1954,16,1,1493256,0.711,1.0,11630,10679
HCC1954,16,1493406,1680079,0.503,8.81e-21,1807,1175
HCC1954,16,1680192,3170112,0.73,0.0,10342,9756
HCC1954,16,3170226,13175053,0.82,6.44e-15,63029,66752
HCC1954,16,13175296,22036312,0.865,6.9e-09,34825,38916
HCC1954,16,22036355,22709311,0.705,2.47e-11,2148,1956
HCC1954,16,22710708,34870720,0.808,9.76e-06,49610,51782
HCC1954,16,34870973,52113313,1.209,0.0,43434,67844
HCC1954,16,52113416,65723809,1.264,4.92e-09,75163,122797
HCC1954,16,65723858,65771045,0.859,1.24e-11,498,553
HCC1954,16,65771183,69072714,1.184,3.81e-08,18987,29058
HCC1954,16,69072930,73882191,1.288,1.07e-11,24543,40839
HCC1954,16,73882524,82323584,1.497,0.0,49456,95657
HCC1954,16,82323655,86281231,1.348,3.44e-32,32516,56647
HCC1954,16,86281472,88827253,1.253,3.36e-10,18305,29640
HCC1954,17,1,8003480,0.78,1.0,51479,51912
HCC1954,17,8003490,14338074,0.814,8.08e-06,37273,39224
HCC1954,17,14338851,16151429,0.895,3.18e-08,8102,9369
HCC1954,17,16151480,22128688,0.775,2.73e-16,28821,28850
HCC1954,17,22128997,23987500,1.434,0.0,9407,17428
HCC1954,17,23987638,34810381,1.037,1.21e-109,56715,76025
HCC1954,17,34810447,34902469,2.316,0.0,402,1203
HCC1954,17,34902472,35172289,51.356,0.0,2482,164713
HCC1954,17,35172291,35387729,63.349,6.09e-10,1363,111576
HCC1954,17,35387734,37344915,1.16,0.0,10215,15311
HCC1954,17,37344931,38360661,1.027,3.35e-09,6584,8737
HCC1954,17,38360848,46805263,0.815,4.23e-37,48621,51181
HCC1954,17,46805472,52518150,0.9,0.0,28175,32763
HCC1954,17,52518241,57035210,0.848,7.32e-07,24268,26589
HCC1954,17,57035454,64044025,1.502,0.0,34848,67651
HCC1954,17,64044137,67952699,1.58,3.26e-06,20151,41147
HCC1954,17,67952722,76463969,1.002,0.0,62269,80649
HCC1954,17,76465503,77270457,0.889,2.85e-13,7309,8392
HCC1954,17,77270496,77754126,0.713,1.01e-11,2420,2228
HCC1954,17,77754325,78774741,1.371,0.0,6455,11438
HCC1954,18,1,4665046,1.091,1.0,19802,27917
HCC1954,18,4665130,16976057,1.034,9.84e-07,53524,71516
HCC1954,18,16976195,33062973,0.862,9.27e-127,77638,86472
HCC1954,18,33063118,38166544,0.635,1.13e-201,25766,21153
HCC1954,18,38166704,43562899,0.682,1.36e-08,29963,26411
HCC1954,18,43564730,55049006,0.652,8.12e-06,66507,56002
HCC1954,18,55049149,55131776,0.391,6.09e-15,511,258
HCC1954,18,55131989,66421029,0.667,2.22e-16,50147,43220
HCC1954,18,66421308,73784721,0.626,8.59e-11,40380,32636
HCC1954,18,73785038,76117152,0.539,1.9e-25,15263,10620
HCC1954,19,1,6575483,0.585,1.0,44419,33550
HCC1954,19,6575925,17257807,0.763,0.0,61455,60573
HCC1954,19,17257968,19522297,0.712,1.93e-08,17042,15673
HCC1954,19,19522313,24312157,0.799,8.64e-11,10465,10798
HCC1954,19,24312724,33184597,1.506,0.0,2412,4693
HCC1954,19,33184858,35925933,1.221,2.17e-14,19204,30292
HCC1954,19,35926018,40397439,1.291,4.87e-06,24086,40188
HCC1954,19,40397523,42760182,1.192,1.75e-08,12135,18696
HCC1954,19,42760389,47125486,1.08,4.91e-12,25533,35626
HCC1954,19,47125680,47389845,1.26,6.35e-08,2291,3729
HCC1954,19,47390317,49486668,1.092,3.17e-06,8400,11856
HCC1954,19,49487485,51313014,1.262,6.88e-15,11232,18314
HCC1954,19,51313076,52668105,0.954,1.29e-50,8427,10386
HCC1954,19,52668126,53949955,1.338,0.0,7688,13294
HCC1954,19,53950349,63811650,0.968,2.75e-88,49654,62106
HCC1954,20,1,205168,1.129,1.0,843,1230
HCC1954,20,205340,1158766,0.834,1.46e-09,6937,7474
HCC1954,20,1158945,1920520,1.626,0.0,5160,10844
HCC1954,20,1920571,3566245,1.47,2.07e-06,9366,17792
HCC1954,20,3566292,11959773,1.32,3.86e-14,45641,77849
HCC1954,20,11959890,12820873,0.936,6.06e-42,2619,3166
HCC1954,20,12821006,15053032,0.705,1.62e-19,10003,9118
HCC1954,20,15053377,22433809,0.448,1.2e-144,44119,25545
HCC1954,20,22433819,28259999,0.418,4.01e-07,20905,11277
HCC1954,20,28260006,31421358,0.859,0.0,15393,17077
HCC1954,20,31421523,39979840,0.662,3.84e-87,56818,48577
HCC1954,20,39980467,49175539,1.077,0.0,63186,87950
HCC1954,20,49175661,53350817,1.139,1.78e-08,24405,35907
HCC1954,20,53351254,53487763,2.752,0.0,619,2201
HCC1954,20,53487821,53699150,1.389,9.46e-30,1019,1829
HCC1954,20,53699905,53783972,2.867,0.0,433,1604
HCC1954,20,53783976,54036786,4.306,1.63e-11,1324,7367
HCC1954,20,54036863,54702578,2.143,8.67e-84,3981,11023
HCC1954,20,54702661,56132011,1.869,2.2e-10,12436,30034
HCC1954,20,56132687,56193887,0.95,2.64e-42,603,740
HCC1954,20,56193952,56615144,2.34,0.0,3272,9893
HCC1954,20,56615162,57842288,2.602,4.1e-06,9822,33024
HCC1954,20,57842356,57963593,3.731,1.22e-13,576,2777
HCC1954,20,57963738,59293169,2.899,1.65e-07,9160,34319
HCC1954,20,59293198,59354183,4.792,0.0,524,3245
HCC1954,20,59354218,59592815,3.265,1.07e-12,2051,8654
HCC1954,20,59592849,62435963,0.947,0.0,24164,29559
HCC1954,21,1,15395295,0.674,1.0,4514,3931
HCC1954,21,15396014,15833673,1.246,0.0,2141,3446
HCC1954,21,15833683,16667424,0.736,2.84e-45,3437,3270
HCC1954,21,16668130,17991517,1.333,0.0,5046,8692
HCC1954,21,17991655,20475358,1.644,0.0,9560,20314
HCC1954,21,20475586,21022774,1.254,2.54e-18,1837,2976
HCC1954,21,21022921,22056428,1.049,1.69e-06,3603,4883
HCC1954,21,22057026,23881369,1.424,0.0,6008,11057
HCC1954,21,23881555,26367191,1.164,6.57e-23,10619,15966
HCC1954,21,26367429,26756595,1.732,0.0,1813,4058
HCC1954,21,26756676,27074622,2.224,1.89e-09,1447,4159
HCC1954,21,27075269,27170695,1.369,1.83e-14,449,794
HCC1954,21,27171498,28969331,0.959,4.24e-08,7161,8874
HCC1954,21,28969519,29260330,1.147,7.94e-06,1316,1950
HCC1954,21,29260510,29711629,1.702,0.0,2343,5154
HCC1954,21,29711684,30247607,1.102,2.14e-36,2998,4270
HCC1954,21,30247757,30617381,1.48,1.51e-13,1551,2966
HCC1954,21,30617598,31515730,1.024,9.79e-22,4207,5568
HCC1954,21,31515800,33073308,1.248,2.22e-16,9052,14598
HCC1954,21,33073363,33239843,0.882,2.68e-17,1092,1245
HCC1954,21,33239933,35722953,1.15,6.22e-11,16391,24354
HCC1954,21,35723394,36004820,1.496,1.11e-15,1694,3275
HCC1954,21,36004907,37970248,1.261,1.81e-07,12050,19631
HCC1954,21,37970331,38139781,1.579,2.65e-09,1229,2508
HCC1954,21,38139874,39449216,1.251,1.27e-09,9275,14994
HCC1954,21,39449268,40807882,1.538,0.0,7968,15838
HCC1954,21,40807989,40981024,1.073,2.34e-19,1076,1492
HCC1954,21,40981113,41624991,1.317,2.46e-06,4077,6938
HCC1954,21,41625287,41922086,1.05,1.17e-11,2282,3096
HCC1954,21,41922204,41995091,1.517,6.53e-10,594,1164
HCC1954,21,41995158,43128660,1.095,2.79e-09,9984,14123
HCC1954,21,43128716,43168808,0.812,6.88e-06,403,423
HCC1954,21,43168985,43570518,1.274,4.35e-11,2621,4316
HCC1954,21,43570572,44081169,0.815,1.35e-39,3711,3909
HCC1954,21,44081225,44646763,0.603,2.22e-21,4805,3744
HCC1954,21,44646785,45552784,1.452,0.0,7258,13617
HCC1954,21,45552868,45770103,0.892,6.44e-55,2091,2410
HCC1954,21,45770250,46944322,1.149,4.44e-15,7574,11243
HCC1954,22,1,18663239,0.789,1.0,17457,17790
HCC1954,22,18663338,21774324,1.745,0.0,9817,22138
HCC1954,22,21774435,22554788,1.287,8.23e-44,4473,7436
HCC1954,22,22554807,24902579,1.013,1.13e-23,9167,12005
HCC1954,22,24903105,25685217,1.457,0.0,5960,11219
HCC1954,22,25685314,26568692,1.284,6.22e-09,7541,12513
HCC1954,22,26568959,27616003,1.496,2.5e-11,4969,9604
HCC1954,22,27616074,31722641,1.092,7.54e-56,26359,37197
HCC1954,22,31722949,35161800,0.675,0.0,21911,19121
HCC1954,22,35161953,35254743,1.027,2.76e-13,663,880
HCC1954,22,35254817,38348083,0.603,1.99e-19,24650,19217
HCC1954,22,38348279,39965126,0.674,9.74e-10,9590,8347
HCC1954,22,39965386,40244576,1.022,0.0,1966,2596
HCC1954,22,40245089,42254039,0.602,4.51e-50,14426,11229
HCC1954,22,42254586,44470927,0.65,7.79e-06,16457,13824
HCC1954,22,44471302,44632461,1.033,0.0,972,1298
HCC1954,22,44632515,46652594,0.766,1.24e-10,17101,16934
HCC1954,22,46652732,47254229,0.477,7.97e-88,4705,2901
HCC1954,22,47254501,47510702,0.391,1.09e-06,2459,1241
HCC1954,22,47512300,49691431,0.489,1.49e-10,15515,9808
HCC1954,X,1,8211159,1.238,1.0,20602,32970
HCC1954,X,8211277,23481493,0.946,1.05e-148,80270,98080
HCC1954,X,23481598,23608617,0.618,8.96e-17,699,558
HCC1954,X,23609692,45288008,0.921,7.55e-15,97597,116209
HCC1954,X,45288353,47468656,1.512,0.0,10523,20561
HCC1954,X,47468773,50524022,1.153,4.83e-58,11712,17442
HCC1954,X,50524260,55048381,0.925,2.05e-42,15942,19049
HCC1954,X,55048400,63206281,1.118,0.0,15126,21850
HCC1954,X,63206492,65174962,0.852,6.83e-46,6984,7686
HCC1954,X,65175148,68025195,0.699,1.15e-19,10874,9820
HCC1954,X,68025455,81243848,0.645,4.44e-07,45205,37699
HCC1954,X,81244054,90364553,0.607,1.9e-07,24264,19022
HCC1954,X,90370513,114790630,0.745,0.0,92746,89291
HCC1954,X,114790809,114932797,0.477,2.78e-10,406,250
HCC1954,X,114932855,138830530,0.736,8.98e-10,103456,98430
HCC1954,X,138830706,146195169,0.67,3.77e-21,26135,22634
HCC1954,X,146195744,151760935,0.736,5.6e-14,27536,26199
HCC1954,X,151760959,153433458,0.658,3.79e-12,11327,9636
HCC1954,X,153433622,154913753,0.756,2.34e-07,4020,3928
HCC1143,1,1,6212649,1.028,1.0,15731,24253
HCC1143,1,6213691,8685096,0.881,1.58e-18,8499,11240
HCC1143,1,8685340,8906628,1.656,0.0,638,1585
HCC1143,1,8907106,19951224,0.831,3.18e-38,33083,41242
HCC1143,1,19951528,21862868,1.102,0.0,6419,10612
HCC1143,1,21862994,27466366,0.917,2.91e-22,17529,24109
HCC1143,1,27466670,36203957,0.85,2.41e-09,30142,38452
HCC1143,1,36204389,39057840,0.787,2.44e-07,10991,12980
HCC1143,1,39058306,47617999,0.857,1.83e-08,28742,36939
HCC1143,1,47618463,50501688,1.016,0.0,10664,16256
HCC1143,1,50501737,54315987,0.908,3.81e-11,13211,18003
HCC1143,1,54316126,84104854,0.846,6e-09,108628,137810
HCC1143,1,84105398,84522157,1.508,0.0,1527,3455
HCC1143,1,84522713,94358603,0.863,9.68e-59,35294,45695
HCC1143,1,94358919,94718152,1.659,0.0,1210,3012
HCC1143,1,94718271,99286909,0.896,1.19e-56,16770,22555
HCC1143,1,99287136,104133998,0.814,9.07e-11,15523,18962
HCC1143,1,104135405,107701603,0.566,2.47e-98,11171,9487
HCC1143,1,107702316,148713730,0.844,0.0,49921,63189
HCC1143,1,148713929,148986342,1.783,0.0,720,1926
HCC1143,1,148986498,184837889,0.898,3.67e-44,127956,172417
HCC1143,1,184838330,199135086,1.183,0.0,46506,82555
HCC1143,1,199135339,200242953,1.004,5.48e-17,4497,6776
HCC1143,1,200243070,200560853,1.441,2.22e-16,1033,2234
HCC1143,1,200561661,201593154,1.016,1.49e-14,2984,4548
HCC1143,1,201593473,202935295,1.508,0.0,4984,11274
HCC1143,1,202935456,210541832,1.303,1.05e-14,27867,54495
HCC1143,1,210542048,211135191,2.091,0.0,2004,6287
HCC1143,1,211135223,214890321,1.655,9.36e-17,14486,35983
HCC1143,1,214890366,216011402,1.438,7.12e-12,4333,9346
HCC1143,1,216011593,219177686,1.957,0.0,11663,34245
HCC1143,1,219177775,221670720,2.255,0.0,9123,30871
HCC1143,1,221670740,233147476,1.072,0.0,40202,64635
HCC1143,1,233148079,234562109,1.431,0.0,4504,9672
HCC1143,1,234562168,236150382,1.235,1.36e-09,5800,10746
HCC1143,1,236150389,240331988,1.355,9.66e-07,14937,30370
HCC1143,1,240332448,247249718,1.636,0.0,19823,48649
HCC1143,2,1,23823151,0.58,1.0,132772,115462
HCC1143,2,23824025,36370982,0.616,0.0,63533,58730
HCC1143,2,36370995,39677497,0.721,0.0,17862,19332
HCC1143,2,39677913,62692715,0.794,0.0,122879,146342
HCC1143,2,62693688,63422207,1.278,0.0,3397,6514
HCC1143,2,63422237,63773574,0.851,1.36e-27,1701,2171
HCC1143,2,63773905,86480491,0.622,4.78e-19,119248,111325
HCC1143,2,86480960,94909890,0.701,1.11e-10,6289,6619
HCC1143,2,94911272,95688901,1.62,0.0,2398,5828
HCC1143,2,95690754,96784445,0.96,1.45e-56,3441,4956
HCC1143,2,96785287,99947538,0.806,1.24e-11,12499,15117
HCC1143,2,99947663,100466783,0.687,2.98e-08,2700,2783
HCC1143,2,100468277,101893183,0.802,7.01e-07,6589,7929
HCC1143,2,101893351,102158531,0.658,3.62e-07,1496,1476
HCC1143,2,102159144,104049460,0.856,1.63e-12,9431,12114
HCC1143,2,104049852,104395801,1.449,0.0,1741,3785
HCC1143,2,104396164,106034612,0.988,2.75e-30,8547,12667
HCC1143,2,106034696,114153350,0.825,1.19e-26,22410,27727
HCC1143,2,114153535,117796084,0.705,3.75e-29,16715,17689
HCC1143,2,117796337,143544282,0.654,1.02e-10,111845,109702
HCC1143,2,143544714,145681734,0.612,8.17e-07,12431,11410
HCC1143,2,145682108,150321520,0.66,1.74e-06,22812,22593
HCC1143,2,150321667,150916933,0.781,9.32e-09,2563,3005
HCC1143,2,150917187,152912706,0.668,4.91e-07,9554,9577
HCC1143,2,152912858,153025122,0.49,1.48e-07,617,454
HCC1143,2,153025256,159754451,0.654,5.87e-07,31239,30668
HCC1143,2,159754763,165976305,0.692,7.67e-07,31200,32388
HCC1143,2,165976499,166690151,1.097,0.0,3613,5947
HCC1143,2,166690253,172520056,0.664,6.01e-93,28075,27956
HCC1143,2,172521576,172640293,0.934,1.23e-06,406,569
HCC1143,2,172640543,183401891,0.664,1.18e-06,54153,53945
HCC1143,2,183402100,193386548,0.696,1.24e-07,44545,46538
HCC1143,2,193386691,193437715,0.425,6.57e-09,271,173
HCC1143,2,193438238,223725525,0.664,2.01e-07,146600,146096
HCC1143,2,223725709,223804412,0.47,1.55e-07,462,326
HCC1143,2,223804787,230621389,0.663,2.26e-07,33899,33701
HCC1143,2,230622512,242951148,0.632,1.14e-06,55404,52506
HCC1143,3,1,9243196,0.844,1.0,33668,42641
HCC1143,3,9243306,9687478,1.063,1.73e-10,1420,2265
HCC1143,3,9687929,10110126,1.766,0.0,1256,3329
HCC1143,3,10110462,23266868,0.836,5.75e-86,48016,60259
HCC1143,3,23267722,37561750,0.884,3.77e-11,52001,69001
HCC1143,3,37561881,37733847,1.514,0.0,666,1513
HCC1143,3,37734513,39769674,0.853,4.47e-27,7206,9224
HCC1143,3,39770555,41325030,1.668,0.0,5730,14340
HCC1143,3,41325322,52565087,0.591,0.0,37398,33153
HCC1143,3,52565253,52691048,0.283,2.01e-24,412,175
HCC1143,3,52691476,85294237,0.578,0.0,117233,101737
HCC1143,3,85294392,95175394,1.181,0.0,16643,29482
HCC1143,3,95175544,96291019,1.897,0.0,3738,10641
HCC1143,3,96291244,97104554,1.4,6.85e-24,2594,5449
HCC1143,3,97104645,127254833,1.119,4.45e-19,105766,177640
HCC1143,3,127254934,127356430,0.813,3.81e-07,401,489
HCC1143,3,127356885,137124788,1.113,6.92e-07,35912,59977
HCC1143,3,137124833,154133308,1.411,0.0,59666,126360
HCC1143,3,154133423,171114530,1.363,1.09e-06,57191,116987
HCC1143,3,171114756,172346707,1.553,1.02e-11,4361,10161
HCC1143,3,172347089,174864216,1.722,1.88e-06,9375,24221
HCC1143,3,174864704,193840605,1.366,3.7e-67,68927,141306
HCC1143,3,193840819,199501826,1.492,0.0,16405,36723
HCC1143,4,1,14446207,0.783,1.0,46583,54718
HCC1143,4,14446448,15280935,1.384,0.0,3206,6656
HCC1143,4,15281268,30489571,0.821,7.97e-103,54890,67608
HCC1143,4,30490099,35227675,0.882,1.41e-08,14221,18816
HCC1143,4,35228206,47120544,0.825,3.96e-07,40487,50138
HCC1143,4,47121054,53964129,0.976,0.0,11284,16526
HCC1143,4,53964738,57637325,1.456,0.0,12972,28336
HCC1143,4,57637584,60380425,1.761,0.0,8786,23214
HCC1143,4,60380663,63334931,0.599,0.0,9717,8733
HCC1143,4,63335972,65813589,1.883,0.0,7219,20401
HCC1143,4,65813642,90610300,0.602,0.0,79272,71656
HCC1143,4,90610696,92515652,0.7,8.88e-16,6541,6867
HCC1143,4,92522151,92524212,0.016,0.0,427,10
HCC1143,4,92682650,94185375,0.404,0.0,4864,2948
HCC1143,4,94185848,152720757,0.55,0.0,196743,162344
HCC1143,4,152721192,153114792,0.452,5.16e-08,1734,1177
HCC1143,4,153116125,160540715,0.571,2.02e-10,26766,22927
HCC1143,4,160540979,191273062,0.544,1.9e-06,102637,83742
HCC1143,5,1,14169993,1.771,1.0,47101,125181
HCC1143,5,14170562,32468994,1.67,7.49e-16,57217,143339
HCC1143,5,32469892,63040507,1.126,0.0,93911,158631
HCC1143,5,63040529,63132011,0.806,1.37e-07,396,479
HCC1143,5,63132105,108589211,1.127,1.18e-07,150183,254026
HCC1143,5,108589403,118768041,1.051,3.18e-21,35880,56571
HCC1143,5,118768233,152676722,1.107,5.55e-12,122613,203733
HCC1143,5,152677126,154066337,1.269,6.88e-15,5426,10335
HCC1143,5,154066485,154171993,0.924,3.57e-07,424,588
HCC1143,5,154173005,164428001,1.293,2.18e-08,37609,72970
HCC1143,5,164428765,180857865,1.534,0.0,54707,125910
HCC1143,6,1,549244,0.773,1.0,735,853
HCC1143,6,549315,791916,0.264,1.02e-45,929,368
HCC1143,6,794100,10728164,0.887,0.0,32918,43803
HCC1143,6,10728362,24998743,1.132,0.0,48864,82967
HCC1143,6,24999189,29936270,0.583,0.0,14688,12850
HCC1143,6,29937624,31363517,1.479,0.0,3863,8573
HCC1143,6,31363762,31746704,2.258,3.55e-15,562,1904
HCC1143,6,31746861,36178981,1.237,1.12e-29,11176,20748
HCC1143,6,36179501,38021439,0.91,1.12e-53,6284,8581
HCC1143,6,38021661,38225616,1.972,0.0,589,1743
HCC1143,6,38225920,42416933,1.391,6.81e-12,15104,31529
HCC1143,6,42416992,52124247,1.278,2.93e-12,32184,61738
HCC1143,6,52124684,52660802,1.602,9.77e-15,1883,4527
HCC1143,6,52660827,54180553,0.916,3.26e-60,5076,6976
HCC1143,6,54181272,54823355,0.744,2.64e-09,2023,2258
HCC1143,6,54823854,57224320,0.38,3.89e-66,8003,4565
HCC1143,6,57225781,58179822,1.111,0.0,662,1104
HCC1143,6,58247539,58887093,0.746,2.46e-10,1346,1506
HCC1143,6,58887127,102026238,1.195,0.0,119685,214612
HCC1143,6,102027791,103407351,1.349,1.67e-09,3962,8021
HCC1143,6,103407459,115240073,1.2,1.69e-08,37055,66713
HCC1143,6,115240302,115786941,0.941,2.33e-07,718,1014
HCC1143,6,115787381,130082101,1.228,1.15e-08,45955,84706
HCC1143,6,130082275,130367303,2.259,0.0,1058,3586
HCC1143,6,130367855,139658768,1.187,1.2e-61,31315,55793
HCC1143,6,139659127,142189245,1.301,5.9e-09,7805,15241
HCC1143,6,142189438,149836366,1.165,5.64e-12,26043,45516
HCC1143,6,149836792,152647789,1.269,3.43e-08,8532,16250
HCC1143,6,152647978,167294437,1.152,4.4e-11,45957,79413
HCC1143,6,167295191,170899991,1.377,0.0,7751,16011
HCC1143,7,1,43458788,0.841,1.0,148526,187436
HCC1143,7,43459084,48992455,1.752,0.0,18483,48582
HCC1143,7,48992691,57323295,1.625,4.39e-11,25480,62118
HCC1143,7,57323526,61553694,2.044,4.21e-10,1085,3327
HCC1143,7,61553788,62295717,0.832,2.05e-47,545,680
HCC1143,7,62295827,69024206,0.544,4.91e-11,13507,11017
HCC1143,7,69025090,69337925,0.257,5.1e-64,1268,489
HCC1143,7,69339792,78370780,0.549,0.0,20388,16789
HCC1143,7,78371600,84258523,0.665,0.0,20268,20227
HCC1143,7,84258723,91667083,0.579,1.12e-24,25413,22064
HCC1143,7,91667533,91846247,0.314,5.49e-26,658,310
HCC1143,7,91849487,98144359,0.593,0.0,21889,19485
HCC1143,7,98145465,116346185,0.547,4.22e-12,58438,47959
HCC1143,7,116346474,124998287,0.818,0.0,30967,38010
HCC1143,7,124998847,136215703,0.541,0.0,41481,33683
HCC1143,7,136215775,137160538,0.63,2.01e-09,3778,3570
HCC1143,7,137160558,140258881,0.813,0.0,10334,12598
HCC1143,7,140259245,140665421,1.079,1.04e-13,1390,2251
HCC1143,7,140665447,143876821,0.786,3.93e-16,8317,9813
HCC1143,7,143877361,151633244,0.545,1.67e-88,24702,20205
HCC1143,7,151634097,151753806,0.881,7.7e-11,410,542
HCC1143,7,151754893,158821423,0.514,6.77e-13,21493,16576
HCC1143,8,1,14179574,0.505,1.0,34082,25809
HCC1143,8,14180621,36755065,0.56,0.0,73726,61928
HCC1143,8,36755101,43354238,0.831,0.0,21662,27010
HCC1143,8,43355548,43618420,2.576,0.0,661,2555
HCC1143,8,43618929,43905477,0.864,2.33e-62,623,808
HCC1143,8,43905792,48707244,1.764,0.0,3893,10303
HCC1143,8,48707393,61543966,1.578,2.17e-08,44113,104435
HCC1143,8,61544211,69875169,1.853,0.0,30156,83835
HCC1143,8,69875191,97407216,1.595,1.3e-81,95630,228907
